page,word_idx,word,question_image_version
question_02121,2,scopul,question_images_version_238
question_02121,3,Declarației,question_images_version_238
question_02121,4,universale,question_images_version_238
question_02121,5,a,question_images_version_238
question_02121,6,drepturilor,question_images_version_238
question_02121,7,omului?,question_images_version_238
Ins_HumanRights_2_question_02121_target,0,Stabilirea,question_images_version_238
Ins_HumanRights_2_question_02121_target,1,standardelor,question_images_version_238
Ins_HumanRights_2_question_02121_target,2,de,question_images_version_238
Ins_HumanRights_2_question_02121_target,3,realizat,question_images_version_238
Ins_HumanRights_2_question_02121_target,4,pentru,question_images_version_238
Ins_HumanRights_2_question_02121_target,5,a,question_images_version_238
Ins_HumanRights_2_question_02121_target,6,"libertate,",question_images_version_238
Ins_HumanRights_2_question_02121_target,7,justiție,question_images_version_238
Ins_HumanRights_2_question_02121_target,8,și,question_images_version_238
Ins_HumanRights_2_question_02121_target,9,pace.,question_images_version_238
Ins_HumanRights_2_question_02121_distractor_a,0,Sublinierea,question_images_version_238
Ins_HumanRights_2_question_02121_distractor_a,1,unei,question_images_version_238
Ins_HumanRights_2_question_02121_distractor_a,2,standardizări,question_images_version_238
Ins_HumanRights_2_question_02121_distractor_a,3,universale,question_images_version_238
Ins_HumanRights_2_question_02121_distractor_a,4,a,question_images_version_238
Ins_HumanRights_2_question_02121_distractor_a,5,educației.,question_images_version_238
Ins_HumanRights_2_question_02121_distractor_b,0,Promovarea,question_images_version_238
Ins_HumanRights_2_question_02121_distractor_b,1,progresului,question_images_version_238
Ins_HumanRights_2_question_02121_distractor_b,2,social,question_images_version_238
Ins_HumanRights_2_question_02121_distractor_b,3,pentru,question_images_version_238
Ins_HumanRights_2_question_02121_distractor_b,4,creșterea,question_images_version_238
Ins_HumanRights_2_question_02121_distractor_b,5,nivelului,question_images_version_238
Ins_HumanRights_2_question_02121_distractor_b,6,de,question_images_version_238
Ins_HumanRights_2_question_02121_distractor_b,7,trai.,question_images_version_238
Ins_HumanRights_2_question_02121_distractor_c,0,Stabilirea,question_images_version_238
Ins_HumanRights_2_question_02121_distractor_c,1,de,question_images_version_238
Ins_HumanRights_2_question_02121_distractor_c,2,oportunități,question_images_version_238
Ins_HumanRights_2_question_02121_distractor_c,3,economice,question_images_version_238
Ins_HumanRights_2_question_02121_distractor_c,4,egale,question_images_version_238
Ins_HumanRights_2_question_02121_distractor_c,5,pentru,question_images_version_238
Ins_HumanRights_2_question_02121_distractor_c,6,asigurarea,question_images_version_238
Ins_HumanRights_2_question_02121_distractor_c,7,justiției,question_images_version_238
Ins_HumanRights_2_question_02121_distractor_c,8,și,question_images_version_238
Ins_HumanRights_2_question_02121_distractor_c,9,a,question_images_version_238
Ins_HumanRights_2_question_02121_distractor_c,10,păcii.,question_images_version_238
question_02122,0,Care,question_images_version_238
question_02122,1,este,question_images_version_238
question_02122,2,legătura,question_images_version_238
question_02122,3,dintre,question_images_version_238
question_02122,4,Carta,question_images_version_238
question_02122,5,Organizației,question_images_version_238
question_02122,6,Națiunilor,question_images_version_238
question_02122,7,Unite,question_images_version_238
question_02122,8,și,question_images_version_238
question_02122,9,Declarația,question_images_version_238
question_02122,10,drepturilor,question_images_version_238
question_02122,11,omului?,question_images_version_238
Ins_HumanRights_2_question_02122_target,0,Carta,question_images_version_238
Ins_HumanRights_2_question_02122_target,1,afirmă,question_images_version_238
Ins_HumanRights_2_question_02122_target,2,credința,question_images_version_238
Ins_HumanRights_2_question_02122_target,3,comună,question_images_version_238
Ins_HumanRights_2_question_02122_target,4,în,question_images_version_238
Ins_HumanRights_2_question_02122_target,5,drepturile,question_images_version_238
Ins_HumanRights_2_question_02122_target,6,omului,question_images_version_238
Ins_HumanRights_2_question_02122_target,7,în,question_images_version_238
Ins_HumanRights_2_question_02122_target,8,rândul,question_images_version_238
Ins_HumanRights_2_question_02122_target,9,statelor,question_images_version_238
Ins_HumanRights_2_question_02122_target,10,membre.,question_images_version_238
Ins_HumanRights_2_question_02122_distractor_a,0,Carta,question_images_version_238
Ins_HumanRights_2_question_02122_distractor_a,1,stabilește,question_images_version_238
Ins_HumanRights_2_question_02122_distractor_a,2,standardul,question_images_version_238
Ins_HumanRights_2_question_02122_distractor_a,3,pentru,question_images_version_238
Ins_HumanRights_2_question_02122_distractor_a,4,promovarea,question_images_version_238
Ins_HumanRights_2_question_02122_distractor_a,5,drepturilor,question_images_version_238
Ins_HumanRights_2_question_02122_distractor_a,6,omului.,question_images_version_238
Ins_HumanRights_2_question_02122_distractor_b,0,Carta,question_images_version_238
Ins_HumanRights_2_question_02122_distractor_b,1,ghidează,question_images_version_238
Ins_HumanRights_2_question_02122_distractor_b,2,educația,question_images_version_238
Ins_HumanRights_2_question_02122_distractor_b,3,privind,question_images_version_238
Ins_HumanRights_2_question_02122_distractor_b,4,drepturile,question_images_version_238
Ins_HumanRights_2_question_02122_distractor_b,5,omului,question_images_version_238
Ins_HumanRights_2_question_02122_distractor_b,6,în,question_images_version_238
Ins_HumanRights_2_question_02122_distractor_b,7,cadrul,question_images_version_238
Ins_HumanRights_2_question_02122_distractor_b,8,programelor,question_images_version_238
Ins_HumanRights_2_question_02122_distractor_b,9,școlare.,question_images_version_238
Ins_HumanRights_2_question_02122_distractor_c,0,Carta,question_images_version_238
Ins_HumanRights_2_question_02122_distractor_c,1,servește,question_images_version_238
Ins_HumanRights_2_question_02122_distractor_c,2,drept,question_images_version_238
Ins_HumanRights_2_question_02122_distractor_c,3,precursor,question_images_version_238
Ins_HumanRights_2_question_02122_distractor_c,4,istoric,question_images_version_238
Ins_HumanRights_2_question_02122_distractor_c,5,pentru,question_images_version_238
Ins_HumanRights_2_question_02122_distractor_c,6,Declarația,question_images_version_238
Ins_HumanRights_2_question_02122_distractor_c,7,Drepturilor,question_images_version_238
Ins_HumanRights_2_question_02122_distractor_c,8,Omului.,question_images_version_238
question_02131,0,Care,question_images_version_238
question_02131,1,este,question_images_version_238
question_02131,2,ideea,question_images_version_238
question_02131,3,principală,question_images_version_238
question_02131,4,comunicată,question_images_version_238
question_02131,5,în,question_images_version_238
question_02131,6,Declarația,question_images_version_238
question_02131,7,universală,question_images_version_238
question_02131,8,a,question_images_version_238
question_02131,9,drepturilor,question_images_version_238
question_02131,10,omului?,question_images_version_238
Ins_HumanRights_2_question_02131_target,0,Recunoașterea,question_images_version_238
Ins_HumanRights_2_question_02131_target,1,demnității,question_images_version_238
Ins_HumanRights_2_question_02131_target,2,inerente,question_images_version_238
Ins_HumanRights_2_question_02131_target,3,și,question_images_version_238
Ins_HumanRights_2_question_02131_target,4,a,question_images_version_238
Ins_HumanRights_2_question_02131_target,5,drepturilor,question_images_version_238
Ins_HumanRights_2_question_02131_target,6,egale,question_images_version_238
Ins_HumanRights_2_question_02131_target,7,ale,question_images_version_238
Ins_HumanRights_2_question_02131_target,8,tuturor,question_images_version_238
Ins_HumanRights_2_question_02131_target,9,oamenilor.,question_images_version_238
Ins_HumanRights_2_question_02131_distractor_a,0,Recunoașterea,question_images_version_238
Ins_HumanRights_2_question_02131_distractor_a,1,importanței,question_images_version_238
Ins_HumanRights_2_question_02131_distractor_a,2,educației,question_images_version_238
Ins_HumanRights_2_question_02131_distractor_a,3,și,question_images_version_238
Ins_HumanRights_2_question_02131_distractor_a,4,a,question_images_version_238
Ins_HumanRights_2_question_02131_distractor_a,5,protecției,question_images_version_238
Ins_HumanRights_2_question_02131_distractor_a,6,tuturor,question_images_version_238
Ins_HumanRights_2_question_02131_distractor_a,7,indivizilor.,question_images_version_238
Ins_HumanRights_2_question_02131_distractor_b,0,Promovarea,question_images_version_238
Ins_HumanRights_2_question_02131_distractor_b,1,unei,question_images_version_238
Ins_HumanRights_2_question_02131_distractor_b,2,guvernări,question_images_version_238
Ins_HumanRights_2_question_02131_distractor_b,3,echitabile,question_images_version_238
Ins_HumanRights_2_question_02131_distractor_b,4,prin,question_images_version_238
Ins_HumanRights_2_question_02131_distractor_b,5,asigurarea,question_images_version_238
Ins_HumanRights_2_question_02131_distractor_b,6,tratamentului,question_images_version_238
Ins_HumanRights_2_question_02131_distractor_b,7,egal,question_images_version_238
Ins_HumanRights_2_question_02131_distractor_b,8,al,question_images_version_238
Ins_HumanRights_2_question_02131_distractor_b,9,tuturor,question_images_version_238
Ins_HumanRights_2_question_02131_distractor_b,10,cetățenilor.,question_images_version_238
Ins_HumanRights_2_question_02131_distractor_c,0,Promovarea,question_images_version_238
Ins_HumanRights_2_question_02131_distractor_c,1,diversității,question_images_version_238
Ins_HumanRights_2_question_02131_distractor_c,2,culturale,question_images_version_238
Ins_HumanRights_2_question_02131_distractor_c,3,și,question_images_version_238
Ins_HumanRights_2_question_02131_distractor_c,4,a,question_images_version_238
Ins_HumanRights_2_question_02131_distractor_c,5,egalității,question_images_version_238
Ins_HumanRights_2_question_02131_distractor_c,6,prin,question_images_version_238
Ins_HumanRights_2_question_02131_distractor_c,7,educație,question_images_version_238
Ins_HumanRights_2_question_02131_distractor_c,8,pentru,question_images_version_238
Ins_HumanRights_2_question_02131_distractor_c,9,toate,question_images_version_238
Ins_HumanRights_2_question_02131_distractor_c,10,ființele,question_images_version_238
Ins_HumanRights_2_question_02131_distractor_c,11,umane.,question_images_version_238
question_02132,0,De,question_images_version_238
question_02132,1,ce,question_images_version_238
question_02132,2,este,question_images_version_238
question_02132,3,util,question_images_version_238
question_02132,4,acest,question_images_version_238
question_02132,5,text,question_images_version_238
question_02132,6,ca,question_images_version_238
question_02132,7,deschidere,question_images_version_238
question_02132,8,a,question_images_version_238
question_02132,9,Declarației,question_images_version_238
question_02132,10,drepturilor,question_images_version_238
question_02132,11,omului?,question_images_version_238
Ins_HumanRights_2_question_02132_target,0,Acesta,question_images_version_238
Ins_HumanRights_2_question_02132_target,1,clarifică,question_images_version_238
Ins_HumanRights_2_question_02132_target,2,scopul,question_images_version_238
Ins_HumanRights_2_question_02132_target,3,și,question_images_version_238
Ins_HumanRights_2_question_02132_target,4,domeniul,question_images_version_238
Ins_HumanRights_2_question_02132_target,5,de,question_images_version_238
Ins_HumanRights_2_question_02132_target,6,aplicare,question_images_version_238
Ins_HumanRights_2_question_02132_target,7,al,question_images_version_238
Ins_HumanRights_2_question_02132_target,8,documentului.,question_images_version_238
Ins_HumanRights_2_question_02132_distractor_a,0,Este,question_images_version_238
Ins_HumanRights_2_question_02132_distractor_a,1,o,question_images_version_238
Ins_HumanRights_2_question_02132_distractor_a,2,introducere,question_images_version_238
Ins_HumanRights_2_question_02132_distractor_a,3,în,question_images_version_238
Ins_HumanRights_2_question_02132_distractor_a,4,contextul,question_images_version_238
Ins_HumanRights_2_question_02132_distractor_a,5,istoric,question_images_version_238
Ins_HumanRights_2_question_02132_distractor_a,6,al,question_images_version_238
Ins_HumanRights_2_question_02132_distractor_a,7,Declarației.,question_images_version_238
Ins_HumanRights_2_question_02132_distractor_b,0,Este,question_images_version_238
Ins_HumanRights_2_question_02132_distractor_b,1,o,question_images_version_238
Ins_HumanRights_2_question_02132_distractor_b,2,reflecție,question_images_version_238
Ins_HumanRights_2_question_02132_distractor_b,3,filosofică,question_images_version_238
Ins_HumanRights_2_question_02132_distractor_b,4,asupra,question_images_version_238
Ins_HumanRights_2_question_02132_distractor_b,5,naturii,question_images_version_238
Ins_HumanRights_2_question_02132_distractor_b,6,umanității.,question_images_version_238
Ins_HumanRights_2_question_02132_distractor_c,0,Aceasta,question_images_version_238
Ins_HumanRights_2_question_02132_distractor_c,1,justifică,question_images_version_238
Ins_HumanRights_2_question_02132_distractor_c,2,impunerea,question_images_version_238
Ins_HumanRights_2_question_02132_distractor_c,3,anumitor,question_images_version_238
Ins_HumanRights_2_question_02132_distractor_c,4,valori,question_images_version_238
Ins_HumanRights_2_question_02132_distractor_c,5,culturale,question_images_version_238
Ins_HumanRights_2_question_02132_distractor_c,6,asupra,question_images_version_238
Ins_HumanRights_2_question_02132_distractor_c,7,diverselor,question_images_version_238
Ins_HumanRights_2_question_02132_distractor_c,8,societăți.,question_images_version_238
page_1,0,Declarația,
page_1,1,universală,
page_1,2,a,
page_1,3,drepturilor,
page_1,4,omului,
page_1,5,-,
page_1,6,Preambul,
page_1,7,Considerând,
page_1,8,că,
page_1,9,recunoașterea,
page_1,10,demnității,
page_1,11,inerente,
page_1,12,tuturor,
page_1,13,membrilor,
page_1,14,familiei,
page_1,15,umane,
page_1,16,și,
page_1,17,a,
page_1,18,drepturilor,
page_1,19,lor,
page_1,20,egale,
page_1,21,și,
page_1,22,inalienabile,
page_1,23,constituie,
page_1,24,fundamentul,
page_1,25,"libertății,",
page_1,26,dreptății,
page_1,27,și,
page_1,28,păcii,
page_1,29,în,
page_1,30,"lume,",
page_2,0,Considerând,
page_2,1,că,
page_2,2,ignorarea,
page_2,3,și,
page_2,4,disprețuirea,
page_2,5,drepturilor,
page_2,6,omului,
page_2,7,au,
page_2,8,dus,
page_2,9,la,
page_2,10,acte,
page_2,11,de,
page_2,12,barbarie,
page_2,13,care,
page_2,14,revoltă,
page_2,15,conștiința,
page_2,16,omenirii,
page_2,17,și,
page_2,18,că,
page_2,19,făurirea,
page_2,20,unei,
page_2,21,lumi,
page_2,22,în,
page_2,23,care,
page_2,24,ființele,
page_2,25,umane,
page_2,26,se,
page_2,27,vor,
page_2,28,bucura,
page_2,29,de,
page_2,30,libertatea,
page_2,31,cuvântului,
page_2,32,și,
page_2,33,a,
page_2,34,convingerilor,
page_2,35,și,
page_2,36,vor,
page_2,37,fi,
page_2,38,eliberate,
page_2,39,de,
page_2,40,teamă,
page_2,41,și,
page_2,42,mizerie,
page_2,43,a,
page_2,44,fost,
page_2,45,proclamată,
page_2,46,drept,
page_2,47,cea,
page_2,48,mai,
page_2,49,înaltă,
page_2,50,aspirație,
page_2,51,a,
page_2,52,"oamenilor,",
page_3,0,Considerând,
page_3,1,că,
page_3,2,este,
page_3,3,esențial,
page_3,4,ca,
page_3,5,drepturile,
page_3,6,omului,
page_3,7,să,
page_3,8,fie,
page_3,9,ocrotite,
page_3,10,de,
page_3,11,autoritatea,
page_3,12,legii,
page_3,13,pentru,
page_3,14,ca,
page_3,15,omul,
page_3,16,să,
page_3,17,nu,
page_3,18,fie,
page_3,19,silit,
page_3,20,să,
page_3,21,"recurgă,",
page_3,22,ca,
page_3,23,soluție,
page_3,24,"extremă,",
page_3,25,la,
page_3,26,revoltă,
page_3,27,împotriva,
page_3,28,tiraniei,
page_3,29,și,
page_3,30,"asupririi,",
page_4,0,Considerând,
page_4,1,că,
page_4,2,este,
page_4,3,esențial,
page_4,4,a,
page_4,5,se,
page_4,6,încuraja,
page_4,7,dezvoltarea,
page_4,8,relațiilor,
page_4,9,prietenești,
page_4,10,între,
page_4,11,"națiuni,",
page_5,0,Considerând,
page_5,1,că,
page_5,2,în,
page_5,3,Cartă,
page_5,4,popoarele,
page_5,5,Organizației,
page_5,6,Națiunilor,
page_5,7,Unite,
page_5,8,au,
page_5,9,proclamat,
page_5,10,din,
page_5,11,nou,
page_5,12,credința,
page_5,13,lor,
page_5,14,în,
page_5,15,drepturile,
page_5,16,fundamentale,
page_5,17,ale,
page_5,18,"omului,",
page_5,19,în,
page_5,20,demnitatea,
page_5,21,și,
page_5,22,în,
page_5,23,valoarea,
page_5,24,persoanei,
page_5,25,"umane,",
page_5,26,drepturi,
page_5,27,egale,
page_5,28,pentru,
page_5,29,bărbați,
page_5,30,și,
page_5,31,femei,
page_5,32,și,
page_5,33,că,
page_5,34,au,
page_5,35,hotărât,
page_5,36,să,
page_5,37,favorizeze,
page_5,38,progresul,
page_5,39,social,
page_5,40,și,
page_5,41,îmbunătățirea,
page_5,42,condițiilor,
page_5,43,de,
page_5,44,viață,
page_5,45,în,
page_5,46,cadrul,
page_5,47,unei,
page_5,48,libertăți,
page_5,49,mai,
page_5,50,"mari,",
page_6,0,Considerând,
page_6,1,că,
page_6,2,statele,
page_6,3,membre,
page_6,4,s-au,
page_6,5,angajat,
page_6,6,să,
page_6,7,promoveze,
page_6,8,în,
page_6,9,colaborare,
page_6,10,cu,
page_6,11,Organizația,
page_6,12,Națiunilor,
page_6,13,Unite,
page_6,14,respectul,
page_6,15,universal,
page_6,16,și,
page_6,17,efectiv,
page_6,18,față,
page_6,19,de,
page_6,20,drepturile,
page_6,21,omului,
page_6,22,și,
page_6,23,libertățile,
page_6,24,"fundamentale,",
page_6,25,precum,
page_6,26,și,
page_6,27,respectarea,
page_6,28,lor,
page_6,29,universală,
page_6,30,și,
page_6,31,"efectivă,",
page_7,0,Considerând,
page_7,1,că,
page_7,2,o,
page_7,3,concepție,
page_7,4,comună,
page_7,5,despre,
page_7,6,aceste,
page_7,7,drepturi,
page_7,8,și,
page_7,9,libertăți,
page_7,10,este,
page_7,11,de,
page_7,12,cea,
page_7,13,mai,
page_7,14,mare,
page_7,15,importanță,
page_7,16,pentru,
page_7,17,realizarea,
page_7,18,deplină,
page_7,19,a,
page_7,20,acestui,
page_7,21,"angajament,",
page_8,0,Adunarea,
page_8,1,Generală,
page_8,2,proclamă,
page_8,3,prezenta,
page_8,4,Declarație,
page_8,5,Universală,
page_8,6,a,
page_8,7,Drepturilor,
page_8,8,"Omului,",
page_8,9,ca,
page_8,10,ideal,
page_8,11,comun,
page_8,12,spre,
page_8,13,care,
page_8,14,trebuie,
page_8,15,să,
page_8,16,tindă,
page_8,17,toate,
page_8,18,popoarele,
page_8,19,și,
page_8,20,toate,
page_8,21,"națiunile,",
page_8,22,pentru,
page_8,23,ca,
page_8,24,toate,
page_8,25,persoanele,
page_8,26,și,
page_8,27,toate,
page_8,28,organele,
page_8,29,societății,
page_8,30,să,
page_8,31,se,
page_8,32,"străduiască,",
page_8,33,având,
page_8,34,această,
page_8,35,Declarație,
page_8,36,permanent,
page_8,37,în,
page_8,38,"minte,",
page_8,39,ca,
page_8,40,prin,
page_8,41,învățătură,
page_8,42,și,
page_8,43,educație,
page_8,44,să,
page_8,45,dezvolte,
page_8,46,respectul,
page_8,47,pentru,
page_8,48,aceste,
page_8,49,drepturi,
page_8,50,și,
page_8,51,libertăți,
page_8,52,și,
page_8,53,să,
page_8,54,asigure,
page_8,55,prin,
page_8,56,măsuri,
page_8,57,"progresive,",
page_8,58,de,
page_8,59,ordin,
page_8,60,național,
page_8,61,și,
page_8,62,"internațional,",
page_8,63,recunoașterea,
page_8,64,și,
page_8,65,aplicarea,
page_8,66,lor,
page_8,67,universală,
page_8,68,și,
page_8,69,"efectivă,",
page_8,70,atât,
page_8,71,în,
page_8,72,sânul,
page_8,73,popoarelor,
page_8,74,statelor,
page_8,75,"membre,",
page_8,76,cât,
page_8,77,și,
page_8,78,al,
page_8,79,celor,
page_8,80,din,
page_8,81,teritoriile,
page_8,82,aflate,
page_8,83,sub,
page_8,84,jurisdicția,
page_8,85,lor.,
