stimulus,word_index,word_index_in_sentence,word,sentence,surprisal,num_tokens
arg_pisacowsmilk_10_page_1,30,7,cafenea,"Ana, Chris și Sam sunt la o cafenea în SUA.",10.96104669305686,1
arg_pisacowsmilk_10_page_1,31,8,în,"Ana, Chris și Sam sunt la o cafenea în SUA.",1.1024035934837475,1
arg_pisacowsmilk_10_page_1,32,9,SUA.,"Ana, Chris și Sam sunt la o cafenea în SUA.",11.004760241282826,2
arg_pisacowsmilk_10_page_1,33,0,Proprietarul,Proprietarul a lipit de curând un anunț în vitrină care spune:,6.826056359577469,1
arg_pisacowsmilk_10_page_1,34,1,a,Proprietarul a lipit de curând un anunț în vitrină care spune:,0.0095017901097924,1
arg_pisacowsmilk_10_page_1,35,2,lipit,Proprietarul a lipit de curând un anunț în vitrină care spune:,7.458386375101706,1
arg_pisacowsmilk_10_page_1,36,3,de,Proprietarul a lipit de curând un anunț în vitrină care spune:,0.0050054571678055,1
arg_pisacowsmilk_10_page_1,37,4,curând,Proprietarul a lipit de curând un anunț în vitrină care spune:,8.265269916406128,1
arg_pisacowsmilk_10_page_1,38,5,un,Proprietarul a lipit de curând un anunț în vitrină care spune:,0.0049893209921246,1
arg_pisacowsmilk_10_page_1,39,6,anunț,Proprietarul a lipit de curând un anunț în vitrină care spune:,2.618170073124184,1
arg_pisacowsmilk_10_page_1,40,7,în,Proprietarul a lipit de curând un anunț în vitrină care spune:,1.156893808396006,1
arg_pisacowsmilk_10_page_1,41,8,vitrină,Proprietarul a lipit de curând un anunț în vitrină care spune:,16.50903102776236,2
arg_pisacowsmilk_10_page_1,42,9,care,Proprietarul a lipit de curând un anunț în vitrină care spune:,0.2775535921076626,1
arg_pisacowsmilk_10_page_1,43,10,spune:,Proprietarul a lipit de curând un anunț în vitrină care spune:,13.4930975565488,2
arg_pisacowsmilk_10_page_1,44,0,„Începând,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,15.308554216637225,2
arg_pisacowsmilk_10_page_1,45,1,cu,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,0.4193081812621939,1
arg_pisacowsmilk_10_page_1,46,2,5,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,6.073461670378752,1
arg_pisacowsmilk_10_page_1,47,3,aprilie,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,3.362210226001918,1
arg_pisacowsmilk_10_page_1,48,4,nu,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,0.0225767319872728,1
arg_pisacowsmilk_10_page_1,49,5,vom,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,0.6927113469130844,1
arg_pisacowsmilk_10_page_1,50,6,mai,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,0.0392296469177926,1
arg_pisacowsmilk_10_page_1,51,7,servi,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,10.086039693672737,1
arg_pisacowsmilk_10_page_1,52,8,lapte,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,0.7301754708915661,1
arg_pisacowsmilk_10_page_1,53,9,de,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,0.0016148746514829,1
arg_pisacowsmilk_10_page_1,54,10,vacă.,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,17.840136822197852,2
arg_pisacowsmilk_10_page_1,55,0,Vă,Vă putem oferi un înlocuitor pe bază de soia.”,2.491621024408881,1
arg_pisacowsmilk_10_page_1,56,1,putem,Vă putem oferi un înlocuitor pe bază de soia.”,1.3830395432502876,1
arg_pisacowsmilk_10_page_1,57,2,oferi,Vă putem oferi un înlocuitor pe bază de soia.”,1.311192756371132,1
arg_pisacowsmilk_10_page_1,58,3,un,Vă putem oferi un înlocuitor pe bază de soia.”,0.2358008212129887,1
arg_pisacowsmilk_10_page_1,59,4,înlocuitor,Vă putem oferi un înlocuitor pe bază de soia.”,8.310161730598223,1
arg_pisacowsmilk_10_page_1,60,5,pe,Vă putem oferi un înlocuitor pe bază de soia.”,0.0026723321510055,1
arg_pisacowsmilk_10_page_1,61,6,bază,Vă putem oferi un înlocuitor pe bază de soia.”,0.0165689134066953,1
arg_pisacowsmilk_10_page_1,62,7,de,Vă putem oferi un înlocuitor pe bază de soia.”,0.0027570208302357,1
arg_pisacowsmilk_10_page_1,63,8,soia.”,Vă putem oferi un înlocuitor pe bază de soia.”,10.24124296092947,3
arg_pisacowsmilk_10_page_1,64,0,"Ana,","Ana, Chris și Sam sunt curioși în legătură cu această decizie.",12.897773405807468,2
arg_pisacowsmilk_10_page_1,65,1,Chris,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",7.4587983133099875,1
arg_pisacowsmilk_10_page_1,66,2,și,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",0.0181444556630251,1
arg_pisacowsmilk_10_page_1,67,3,Sam,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",8.153579736128616,1
arg_pisacowsmilk_10_page_1,68,4,sunt,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",0.3505406411093349,1
arg_pisacowsmilk_10_page_1,69,5,curioși,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",6.858438052295217,1
arg_pisacowsmilk_10_page_1,70,6,în,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",0.0053046562869429,1
arg_pisacowsmilk_10_page_1,71,7,legătură,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",0.0157851341269471,1
arg_pisacowsmilk_10_page_1,72,8,cu,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",0.0001510086703137,1
arg_pisacowsmilk_10_page_1,73,9,această,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",0.4354335589168333,1
arg_pisacowsmilk_10_page_1,74,10,decizie.,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",11.3411879494388,2
arg_pisacowsmilk_10_page_1,75,0,"Așadar,","Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",11.02299309066562,2
arg_pisacowsmilk_10_page_1,76,1,Ana,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",14.169891228744552,1
arg_pisacowsmilk_10_page_1,77,2,dă,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",3.3366689460159207,1
arg_pisacowsmilk_10_page_1,78,3,o,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",0.1466073419980912,1
arg_pisacowsmilk_10_page_1,79,4,căutare,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",1.1951612641440137,1
arg_pisacowsmilk_10_page_1,80,5,pe,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",0.1576608793408639,1
arg_pisacowsmilk_10_page_1,81,6,smartphone,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",17.483145201466254,1
arg_pisacowsmilk_10_page_1,82,7,pentru,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",1.971766954540445,1
arg_pisacowsmilk_10_page_1,83,8,„lapte,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",14.138336684857524,2
arg_pisacowsmilk_10_page_1,84,9,de,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",0.0045597508908201,1
arg_pisacowsmilk_10_page_1,85,10,vacă”.,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",13.976988512207855,3
arg_pisacowsmilk_10_page_1,86,0,Cei,Cei trei citesc primul rezultat și îl discută.,0.6364253185108165,1
arg_pisacowsmilk_10_page_1,87,1,trei,Cei trei citesc primul rezultat și îl discută.,4.081309426582661,1
arg_pisacowsmilk_10_page_1,88,2,citesc,Cei trei citesc primul rezultat și îl discută.,5.738860452967886,1
arg_pisacowsmilk_10_page_1,89,3,primul,Cei trei citesc primul rezultat și îl discută.,6.586215594414896,1
arg_pisacowsmilk_10_page_1,90,4,rezultat,Cei trei citesc primul rezultat și îl discută.,11.971682294861012,1
arg_pisacowsmilk_10_page_1,91,5,și,Cei trei citesc primul rezultat și îl discută.,0.1046392090193532,1
arg_pisacowsmilk_10_page_1,92,6,îl,Cei trei citesc primul rezultat și îl discută.,1.268198404053407,1
arg_pisacowsmilk_10_page_1,93,7,discută.,Cei trei citesc primul rezultat și îl discută.,11.775670733172069,2
arg_pisacowsmilk_10_page_10,0,0,Ministerul,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",0.049671756072121,1
arg_pisacowsmilk_10_page_10,1,1,"Agriculturii,","Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",18.641679060361547,2
arg_pisacowsmilk_10_page_10,2,2,Consiliul,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",6.736771209539185,1
arg_pisacowsmilk_10_page_10,3,3,Produselor,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",18.99471177832357,2
arg_pisacowsmilk_10_page_10,4,4,Lactate,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",16.928859123539542,2
arg_pisacowsmilk_10_page_10,5,5,și,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",3.034064620669138,1
arg_pisacowsmilk_10_page_10,6,6,Unitatea,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",5.769910646864539,1
arg_pisacowsmilk_10_page_10,7,7,de,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",0.0017935175505342,1
arg_pisacowsmilk_10_page_10,8,8,Management,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",4.186012970171515,1
arg_pisacowsmilk_10_page_10,9,9,pentru,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",1.3366674257138005,1
arg_pisacowsmilk_10_page_10,10,10,Lactate,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",16.06270628928803,2
arg_pisacowsmilk_10_page_10,11,11,din,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",0.1718500508948045,1
arg_pisacowsmilk_10_page_10,12,12,SUA,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",7.218910280722355,1
arg_pisacowsmilk_10_page_10,13,13,precum,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",1.1918766675790071,1
arg_pisacowsmilk_10_page_10,14,14,și,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",0.0103590708256571,1
arg_pisacowsmilk_10_page_10,15,15,alte,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",0.0613400080411396,1
arg_pisacowsmilk_10_page_10,16,16,organizații,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",1.9779175476386344,1
arg_pisacowsmilk_10_page_10,17,17,au,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",0.0070899212486383,1
arg_pisacowsmilk_10_page_10,18,18,promovat,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",1.5717965202368416,1
arg_pisacowsmilk_10_page_10,19,19,în,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",0.0042837339756546,1
arg_pisacowsmilk_10_page_10,20,20,mod,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",0.0055522954484234,1
arg_pisacowsmilk_10_page_10,21,21,susținut,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",7.7869382136081216,1
arg_pisacowsmilk_10_page_10,22,22,beneficiile,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",11.07378925739901,1
arg_pisacowsmilk_10_page_10,23,23,laptelui,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",10.049007141663056,1
arg_pisacowsmilk_10_page_10,24,24,timp,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",12.012025302281668,1
arg_pisacowsmilk_10_page_10,25,25,de,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",0.0006324328151213,1
arg_pisacowsmilk_10_page_10,26,26,ani,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",2.650889828979033,1
arg_pisacowsmilk_10_page_10,27,27,de,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",3.921257729253116e-05,1
arg_pisacowsmilk_10_page_10,28,28,zile.,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",16.230529351580177,2
arg_pisacowsmilk_10_page_10,29,0,"Astfel,","Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.",11.431535869897626,2
arg_pisacowsmilk_10_page_10,30,1,adulții,"Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.",6.072179005463135,1
arg_pisacowsmilk_10_page_10,31,2,sunt,"Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.",0.0608064146168511,1
arg_pisacowsmilk_10_page_10,32,3,încurajați,"Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.",2.1219536725080217,1
arg_pisacowsmilk_10_page_10,33,4,să,"Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.",0.0035434931171799,1
arg_pisacowsmilk_10_page_10,34,5,bea,"Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.",0.2429577765021245,1
arg_pisacowsmilk_10_page_10,35,6,trei,"Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.",2.9068585964414178,1
arg_pisacowsmilk_10_page_10,36,7,pahare,"Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.",1.5841434938797,1
arg_pisacowsmilk_10_page_10,37,8,de,"Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.",0.1882810652848938,1
arg_pisacowsmilk_10_page_10,38,9,lapte,"Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.",5.502756760784175,1
arg_pisacowsmilk_10_page_10,39,10,pe,"Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.",0.007371747951146,1
arg_pisacowsmilk_10_page_10,40,11,zi.,"Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.",16.453906027773236,2
arg_pisacowsmilk_10_page_10,41,0,Cu,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",0.0006561770226915,1
arg_pisacowsmilk_10_page_10,42,1,toate,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",6.552687806409135e-05,1
arg_pisacowsmilk_10_page_10,43,2,"acestea,","Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",24.054384796751517,2
arg_pisacowsmilk_10_page_10,44,3,studiile,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",1.3583576726615871,1
arg_pisacowsmilk_10_page_10,45,4,ultimului,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",0.7560694640220685,1
arg_pisacowsmilk_10_page_10,46,5,deceniu,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",1.9082584306653296,1
arg_pisacowsmilk_10_page_10,47,6,pun,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",0.0198923317958153,1
arg_pisacowsmilk_10_page_10,48,7,sub,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",0.0001623607581036,1
arg_pisacowsmilk_10_page_10,49,8,semnul,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",0.0004053340519744,1
arg_pisacowsmilk_10_page_10,50,9,întrebării,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",0.0021717108234155,1
arg_pisacowsmilk_10_page_10,51,10,capacitatea,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",1.6483902451430792,1
arg_pisacowsmilk_10_page_10,52,11,de,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",0.0001599527320172,1
arg_pisacowsmilk_10_page_10,53,12,susținere,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",4.528765624625251,1
arg_pisacowsmilk_10_page_10,54,13,a,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",0.0032812880477216,1
arg_pisacowsmilk_10_page_10,55,14,oaselor,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",6.119231391180104,1
arg_pisacowsmilk_10_page_10,56,15,precum,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",1.6233025315431575,1
arg_pisacowsmilk_10_page_10,57,16,și,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",0.0046021069095943,1
arg_pisacowsmilk_10_page_10,58,17,alte,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",2.6010233395552467,1
arg_pisacowsmilk_10_page_10,59,18,beneficii,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",0.0704568627595085,1
arg_pisacowsmilk_10_page_10,60,19,pentru,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",0.0806980093194373,1
arg_pisacowsmilk_10_page_10,61,20,sănătate,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",0.0862082897412328,1
arg_pisacowsmilk_10_page_10,62,21,atribuite,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",12.014809331541118,1
arg_pisacowsmilk_10_page_10,63,22,laptelui.,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",14.971862582105448,2
arg_pisacowsmilk_10_page_10,64,0,Rezultatele,Rezultatele vă pot surprinde.,9.476055126788086,1
arg_pisacowsmilk_10_page_10,65,1,vă,Rezultatele vă pot surprinde.,3.0155978832085366,1
arg_pisacowsmilk_10_page_10,66,2,pot,Rezultatele vă pot surprinde.,4.111548904461344,1
arg_pisacowsmilk_10_page_10,67,3,surprinde.,Rezultatele vă pot surprinde.,12.98780872667655,2
arg_pisacowsmilk_10_page_11,0,0,Unul,Unul dintre cele mai importante și recente studii asupra efectelor consumului de lapte s-a publicat în numărul din octombrie 2014 al Jurnalului Medical Britanic.,0.0108604623881246,1
arg_pisacowsmilk_10_page_11,1,1,dintre,Unul dintre cele mai importante și recente studii asupra efectelor consumului de lapte s-a publicat în numărul din octombrie 2014 al Jurnalului Medical Britanic.,0.1173872665425911,1
arg_pisacowsmilk_10_page_11,2,2,cele,Unul dintre cele mai importante și recente studii asupra efectelor consumului de lapte s-a publicat în numărul din octombrie 2014 al Jurnalului Medical Britanic.,0.0008930382820661,1
arg_pisacowsmilk_10_page_11,3,3,mai,Unul dintre cele mai importante și recente studii asupra efectelor consumului de lapte s-a publicat în numărul din octombrie 2014 al Jurnalului Medical Britanic.,0.0008546629137308,1
arg_pisacowsmilk_10_page_11,4,4,importante,Unul dintre cele mai importante și recente studii asupra efectelor consumului de lapte s-a publicat în numărul din octombrie 2014 al Jurnalului Medical Britanic.,2.978387965540888,1
arg_pisacowsmilk_10_page_11,5,5,și,Unul dintre cele mai importante și recente studii asupra efectelor consumului de lapte s-a publicat în numărul din octombrie 2014 al Jurnalului Medical Britanic.,0.0262930882187384,1
arg_pisacowsmilk_10_page_11,6,6,recente,Unul dintre cele mai importante și recente studii asupra efectelor consumului de lapte s-a publicat în numărul din octombrie 2014 al Jurnalului Medical Britanic.,5.301531013827828,1
arg_pisacowsmilk_10_page_11,7,7,studii,Unul dintre cele mai importante și recente studii asupra efectelor consumului de lapte s-a publicat în numărul din octombrie 2014 al Jurnalului Medical Britanic.,0.219543033746594,1
