stimulus,word_index,word_index_in_sentence,word_id,word,sentence_index,sentence_id,sentence,average_TRT
arg_pisacowsmilk_10_page_1,10,5,arg_pisacowsmilk_10_page_1_10,"Unite,",1,arg_pisacowsmilk_10_page_1_1,"În anumite locuri, precum Statele Unite, a bea lapte de vacă este ceva firesc.",101.75
arg_pisacowsmilk_10_page_1,11,6,arg_pisacowsmilk_10_page_1_11,a,1,arg_pisacowsmilk_10_page_1_1,"În anumite locuri, precum Statele Unite, a bea lapte de vacă este ceva firesc.",35.0
arg_pisacowsmilk_10_page_1,12,7,arg_pisacowsmilk_10_page_1_12,bea,1,arg_pisacowsmilk_10_page_1_1,"În anumite locuri, precum Statele Unite, a bea lapte de vacă este ceva firesc.",46.25
arg_pisacowsmilk_10_page_1,13,8,arg_pisacowsmilk_10_page_1_13,lapte,1,arg_pisacowsmilk_10_page_1_1,"În anumite locuri, precum Statele Unite, a bea lapte de vacă este ceva firesc.",154.5
arg_pisacowsmilk_10_page_1,14,9,arg_pisacowsmilk_10_page_1_14,de,1,arg_pisacowsmilk_10_page_1_1,"În anumite locuri, precum Statele Unite, a bea lapte de vacă este ceva firesc.",0.0
arg_pisacowsmilk_10_page_1,15,10,arg_pisacowsmilk_10_page_1_15,vacă,1,arg_pisacowsmilk_10_page_1_1,"În anumite locuri, precum Statele Unite, a bea lapte de vacă este ceva firesc.",169.75
arg_pisacowsmilk_10_page_1,16,11,arg_pisacowsmilk_10_page_1_16,este,1,arg_pisacowsmilk_10_page_1_1,"În anumite locuri, precum Statele Unite, a bea lapte de vacă este ceva firesc.",101.0
arg_pisacowsmilk_10_page_1,17,12,arg_pisacowsmilk_10_page_1_17,ceva,1,arg_pisacowsmilk_10_page_1_1,"În anumite locuri, precum Statele Unite, a bea lapte de vacă este ceva firesc.",138.0
arg_pisacowsmilk_10_page_1,18,13,arg_pisacowsmilk_10_page_1_18,firesc.,1,arg_pisacowsmilk_10_page_1_1,"În anumite locuri, precum Statele Unite, a bea lapte de vacă este ceva firesc.",121.5
arg_pisacowsmilk_10_page_1,19,0,arg_pisacowsmilk_10_page_1_19,Imaginează-ți,2,arg_pisacowsmilk_10_page_1_2,Imaginează-ți că trei tineri:,282.6666666666667
arg_pisacowsmilk_10_page_1,20,1,arg_pisacowsmilk_10_page_1_20,că,2,arg_pisacowsmilk_10_page_1_2,Imaginează-ți că trei tineri:,103.5
arg_pisacowsmilk_10_page_1,21,2,arg_pisacowsmilk_10_page_1_21,trei,2,arg_pisacowsmilk_10_page_1_2,Imaginează-ți că trei tineri:,154.5
arg_pisacowsmilk_10_page_1,22,3,arg_pisacowsmilk_10_page_1_22,tineri:,2,arg_pisacowsmilk_10_page_1_2,Imaginează-ți că trei tineri:,99.75
arg_pisacowsmilk_10_page_1,23,0,arg_pisacowsmilk_10_page_1_23,"Ana,",3,arg_pisacowsmilk_10_page_1_3,"Ana, Chris și Sam sunt la o cafenea în SUA.",241.0
arg_pisacowsmilk_10_page_1,24,1,arg_pisacowsmilk_10_page_1_24,Chris,3,arg_pisacowsmilk_10_page_1_3,"Ana, Chris și Sam sunt la o cafenea în SUA.",102.5
arg_pisacowsmilk_10_page_1,25,2,arg_pisacowsmilk_10_page_1_25,și,3,arg_pisacowsmilk_10_page_1_3,"Ana, Chris și Sam sunt la o cafenea în SUA.",34.25
arg_pisacowsmilk_10_page_1,26,3,arg_pisacowsmilk_10_page_1_26,Sam,3,arg_pisacowsmilk_10_page_1_3,"Ana, Chris și Sam sunt la o cafenea în SUA.",102.25
arg_pisacowsmilk_10_page_1,27,4,arg_pisacowsmilk_10_page_1_27,sunt,3,arg_pisacowsmilk_10_page_1_3,"Ana, Chris și Sam sunt la o cafenea în SUA.",60.0
arg_pisacowsmilk_10_page_1,28,5,arg_pisacowsmilk_10_page_1_28,la,3,arg_pisacowsmilk_10_page_1_3,"Ana, Chris și Sam sunt la o cafenea în SUA.",50.75
arg_pisacowsmilk_10_page_1,29,6,arg_pisacowsmilk_10_page_1_29,o,3,arg_pisacowsmilk_10_page_1_3,"Ana, Chris și Sam sunt la o cafenea în SUA.",0.0
arg_pisacowsmilk_10_page_1,30,7,arg_pisacowsmilk_10_page_1_30,cafenea,3,arg_pisacowsmilk_10_page_1_3,"Ana, Chris și Sam sunt la o cafenea în SUA.",182.25
arg_pisacowsmilk_10_page_1,31,8,arg_pisacowsmilk_10_page_1_31,în,3,arg_pisacowsmilk_10_page_1_3,"Ana, Chris și Sam sunt la o cafenea în SUA.",0.0
arg_pisacowsmilk_10_page_1,32,9,arg_pisacowsmilk_10_page_1_32,SUA.,3,arg_pisacowsmilk_10_page_1_3,"Ana, Chris și Sam sunt la o cafenea în SUA.",38.5
arg_pisacowsmilk_10_page_1,33,0,arg_pisacowsmilk_10_page_1_33,Proprietarul,4,arg_pisacowsmilk_10_page_1_4,Proprietarul a lipit de curând un anunț în vitrină care spune:,229.75
arg_pisacowsmilk_10_page_1,34,1,arg_pisacowsmilk_10_page_1_34,a,4,arg_pisacowsmilk_10_page_1_4,Proprietarul a lipit de curând un anunț în vitrină care spune:,0.0
arg_pisacowsmilk_10_page_1,35,2,arg_pisacowsmilk_10_page_1_35,lipit,4,arg_pisacowsmilk_10_page_1_4,Proprietarul a lipit de curând un anunț în vitrină care spune:,359.5
arg_pisacowsmilk_10_page_1,36,3,arg_pisacowsmilk_10_page_1_36,de,4,arg_pisacowsmilk_10_page_1_4,Proprietarul a lipit de curând un anunț în vitrină care spune:,182.75
arg_pisacowsmilk_10_page_1,37,4,arg_pisacowsmilk_10_page_1_37,curând,4,arg_pisacowsmilk_10_page_1_4,Proprietarul a lipit de curând un anunț în vitrină care spune:,140.0
arg_pisacowsmilk_10_page_1,38,5,arg_pisacowsmilk_10_page_1_38,un,4,arg_pisacowsmilk_10_page_1_4,Proprietarul a lipit de curând un anunț în vitrină care spune:,43.75
arg_pisacowsmilk_10_page_1,39,6,arg_pisacowsmilk_10_page_1_39,anunț,4,arg_pisacowsmilk_10_page_1_4,Proprietarul a lipit de curând un anunț în vitrină care spune:,0.0
arg_pisacowsmilk_10_page_1,40,7,arg_pisacowsmilk_10_page_1_40,în,4,arg_pisacowsmilk_10_page_1_4,Proprietarul a lipit de curând un anunț în vitrină care spune:,43.75
arg_pisacowsmilk_10_page_1,41,8,arg_pisacowsmilk_10_page_1_41,vitrină,4,arg_pisacowsmilk_10_page_1_4,Proprietarul a lipit de curând un anunț în vitrină care spune:,227.75
arg_pisacowsmilk_10_page_1,42,9,arg_pisacowsmilk_10_page_1_42,care,4,arg_pisacowsmilk_10_page_1_4,Proprietarul a lipit de curând un anunț în vitrină care spune:,48.75
arg_pisacowsmilk_10_page_1,43,10,arg_pisacowsmilk_10_page_1_43,spune:,4,arg_pisacowsmilk_10_page_1_4,Proprietarul a lipit de curând un anunț în vitrină care spune:,102.25
arg_pisacowsmilk_10_page_1,44,0,arg_pisacowsmilk_10_page_1_44,„Începând,5,arg_pisacowsmilk_10_page_1_5,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,206.0
arg_pisacowsmilk_10_page_1,45,1,arg_pisacowsmilk_10_page_1_45,cu,5,arg_pisacowsmilk_10_page_1_5,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,78.0
arg_pisacowsmilk_10_page_1,46,2,arg_pisacowsmilk_10_page_1_46,5,5,arg_pisacowsmilk_10_page_1_5,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,0.0
arg_pisacowsmilk_10_page_1,47,3,arg_pisacowsmilk_10_page_1_47,aprilie,5,arg_pisacowsmilk_10_page_1_5,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,114.5
arg_pisacowsmilk_10_page_1,48,4,arg_pisacowsmilk_10_page_1_48,nu,5,arg_pisacowsmilk_10_page_1_5,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,77.0
arg_pisacowsmilk_10_page_1,49,5,arg_pisacowsmilk_10_page_1_49,vom,5,arg_pisacowsmilk_10_page_1_5,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,113.5
arg_pisacowsmilk_10_page_1,50,6,arg_pisacowsmilk_10_page_1_50,mai,5,arg_pisacowsmilk_10_page_1_5,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,72.0
arg_pisacowsmilk_10_page_1,51,7,arg_pisacowsmilk_10_page_1_51,servi,5,arg_pisacowsmilk_10_page_1_5,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,130.0
arg_pisacowsmilk_10_page_1,52,8,arg_pisacowsmilk_10_page_1_52,lapte,5,arg_pisacowsmilk_10_page_1_5,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,45.75
arg_pisacowsmilk_10_page_1,53,9,arg_pisacowsmilk_10_page_1_53,de,5,arg_pisacowsmilk_10_page_1_5,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,37.25
arg_pisacowsmilk_10_page_1,54,10,arg_pisacowsmilk_10_page_1_54,vacă.,5,arg_pisacowsmilk_10_page_1_5,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,111.0
arg_pisacowsmilk_10_page_1,55,0,arg_pisacowsmilk_10_page_1_55,Vă,6,arg_pisacowsmilk_10_page_1_6,Vă putem oferi un înlocuitor pe bază de soia.”,100.5
arg_pisacowsmilk_10_page_1,56,1,arg_pisacowsmilk_10_page_1_56,putem,6,arg_pisacowsmilk_10_page_1_6,Vă putem oferi un înlocuitor pe bază de soia.”,97.25
arg_pisacowsmilk_10_page_1,57,2,arg_pisacowsmilk_10_page_1_57,oferi,6,arg_pisacowsmilk_10_page_1_6,Vă putem oferi un înlocuitor pe bază de soia.”,0.0
arg_pisacowsmilk_10_page_1,58,3,arg_pisacowsmilk_10_page_1_58,un,6,arg_pisacowsmilk_10_page_1_6,Vă putem oferi un înlocuitor pe bază de soia.”,77.5
arg_pisacowsmilk_10_page_1,59,4,arg_pisacowsmilk_10_page_1_59,înlocuitor,6,arg_pisacowsmilk_10_page_1_6,Vă putem oferi un înlocuitor pe bază de soia.”,266.75
arg_pisacowsmilk_10_page_1,60,5,arg_pisacowsmilk_10_page_1_60,pe,6,arg_pisacowsmilk_10_page_1_6,Vă putem oferi un înlocuitor pe bază de soia.”,0.0
arg_pisacowsmilk_10_page_1,61,6,arg_pisacowsmilk_10_page_1_61,bază,6,arg_pisacowsmilk_10_page_1_6,Vă putem oferi un înlocuitor pe bază de soia.”,131.5
arg_pisacowsmilk_10_page_1,62,7,arg_pisacowsmilk_10_page_1_62,de,6,arg_pisacowsmilk_10_page_1_6,Vă putem oferi un înlocuitor pe bază de soia.”,0.0
arg_pisacowsmilk_10_page_1,63,8,arg_pisacowsmilk_10_page_1_63,soia.”,6,arg_pisacowsmilk_10_page_1_6,Vă putem oferi un înlocuitor pe bază de soia.”,183.0
arg_pisacowsmilk_10_page_1,64,0,arg_pisacowsmilk_10_page_1_64,"Ana,",7,arg_pisacowsmilk_10_page_1_7,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",41.25
arg_pisacowsmilk_10_page_1,65,1,arg_pisacowsmilk_10_page_1_65,Chris,7,arg_pisacowsmilk_10_page_1_7,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",42.0
arg_pisacowsmilk_10_page_1,66,2,arg_pisacowsmilk_10_page_1_66,și,7,arg_pisacowsmilk_10_page_1_7,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",0.0
arg_pisacowsmilk_10_page_1,67,3,arg_pisacowsmilk_10_page_1_67,Sam,7,arg_pisacowsmilk_10_page_1_7,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",75.0
arg_pisacowsmilk_10_page_1,68,4,arg_pisacowsmilk_10_page_1_68,sunt,7,arg_pisacowsmilk_10_page_1_7,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",73.75
arg_pisacowsmilk_10_page_1,69,5,arg_pisacowsmilk_10_page_1_69,curioși,7,arg_pisacowsmilk_10_page_1_7,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",140.75
arg_pisacowsmilk_10_page_1,70,6,arg_pisacowsmilk_10_page_1_70,în,7,arg_pisacowsmilk_10_page_1_7,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",0.0
arg_pisacowsmilk_10_page_1,71,7,arg_pisacowsmilk_10_page_1_71,legătură,7,arg_pisacowsmilk_10_page_1_7,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",45.0
arg_pisacowsmilk_10_page_1,72,8,arg_pisacowsmilk_10_page_1_72,cu,7,arg_pisacowsmilk_10_page_1_7,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",48.25
arg_pisacowsmilk_10_page_1,73,9,arg_pisacowsmilk_10_page_1_73,această,7,arg_pisacowsmilk_10_page_1_7,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",119.75
arg_pisacowsmilk_10_page_1,74,10,arg_pisacowsmilk_10_page_1_74,decizie.,7,arg_pisacowsmilk_10_page_1_7,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",47.5
arg_pisacowsmilk_10_page_1,75,0,arg_pisacowsmilk_10_page_1_75,"Așadar,",8,arg_pisacowsmilk_10_page_1_8,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",74.25
arg_pisacowsmilk_10_page_1,76,1,arg_pisacowsmilk_10_page_1_76,Ana,8,arg_pisacowsmilk_10_page_1_8,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",0.0
arg_pisacowsmilk_10_page_1,77,2,arg_pisacowsmilk_10_page_1_77,dă,8,arg_pisacowsmilk_10_page_1_8,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",94.5
arg_pisacowsmilk_10_page_1,78,3,arg_pisacowsmilk_10_page_1_78,o,8,arg_pisacowsmilk_10_page_1_8,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",42.25
arg_pisacowsmilk_10_page_1,79,4,arg_pisacowsmilk_10_page_1_79,căutare,8,arg_pisacowsmilk_10_page_1_8,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",234.75
arg_pisacowsmilk_10_page_1,80,5,arg_pisacowsmilk_10_page_1_80,pe,8,arg_pisacowsmilk_10_page_1_8,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",37.75
arg_pisacowsmilk_10_page_1,81,6,arg_pisacowsmilk_10_page_1_81,smartphone,8,arg_pisacowsmilk_10_page_1_8,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",315.25
arg_pisacowsmilk_10_page_1,82,7,arg_pisacowsmilk_10_page_1_82,pentru,8,arg_pisacowsmilk_10_page_1_8,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",223.75
arg_pisacowsmilk_10_page_1,83,8,arg_pisacowsmilk_10_page_1_83,„lapte,8,arg_pisacowsmilk_10_page_1_8,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",199.25
arg_pisacowsmilk_10_page_1,84,9,arg_pisacowsmilk_10_page_1_84,de,8,arg_pisacowsmilk_10_page_1_8,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",98.75
arg_pisacowsmilk_10_page_1,85,10,arg_pisacowsmilk_10_page_1_85,vacă”.,8,arg_pisacowsmilk_10_page_1_8,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",72.75
arg_pisacowsmilk_10_page_1,86,0,arg_pisacowsmilk_10_page_1_86,Cei,9,arg_pisacowsmilk_10_page_1_9,Cei trei citesc primul rezultat și îl discută.,0.0
arg_pisacowsmilk_10_page_1,87,1,arg_pisacowsmilk_10_page_1_87,trei,9,arg_pisacowsmilk_10_page_1_9,Cei trei citesc primul rezultat și îl discută.,167.25
arg_pisacowsmilk_10_page_1,88,2,arg_pisacowsmilk_10_page_1_88,citesc,9,arg_pisacowsmilk_10_page_1_9,Cei trei citesc primul rezultat și îl discută.,174.75
arg_pisacowsmilk_10_page_1,89,3,arg_pisacowsmilk_10_page_1_89,primul,9,arg_pisacowsmilk_10_page_1_9,Cei trei citesc primul rezultat și îl discută.,182.0
arg_pisacowsmilk_10_page_1,90,4,arg_pisacowsmilk_10_page_1_90,rezultat,9,arg_pisacowsmilk_10_page_1_9,Cei trei citesc primul rezultat și îl discută.,186.75
arg_pisacowsmilk_10_page_1,91,5,arg_pisacowsmilk_10_page_1_91,și,9,arg_pisacowsmilk_10_page_1_9,Cei trei citesc primul rezultat și îl discută.,64.0
arg_pisacowsmilk_10_page_1,92,6,arg_pisacowsmilk_10_page_1_92,îl,9,arg_pisacowsmilk_10_page_1_9,Cei trei citesc primul rezultat și îl discută.,0.0
arg_pisacowsmilk_10_page_1,93,7,arg_pisacowsmilk_10_page_1_93,discută.,9,arg_pisacowsmilk_10_page_1_9,Cei trei citesc primul rezultat și îl discută.,215.25
arg_pisacowsmilk_10_page_10,0,0,arg_pisacowsmilk_10_page_10_0,Ministerul,0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",681.0
arg_pisacowsmilk_10_page_10,1,1,arg_pisacowsmilk_10_page_10_1,"Agriculturii,",0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",624.5
arg_pisacowsmilk_10_page_10,2,2,arg_pisacowsmilk_10_page_10_2,Consiliul,0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",448.75
arg_pisacowsmilk_10_page_10,3,3,arg_pisacowsmilk_10_page_10_3,Produselor,0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",465.0
arg_pisacowsmilk_10_page_10,4,4,arg_pisacowsmilk_10_page_10_4,Lactate,0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",290.25
arg_pisacowsmilk_10_page_10,5,5,arg_pisacowsmilk_10_page_10_5,și,0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",0.0
arg_pisacowsmilk_10_page_10,6,6,arg_pisacowsmilk_10_page_10_6,Unitatea,0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",294.75
arg_pisacowsmilk_10_page_10,7,7,arg_pisacowsmilk_10_page_10_7,de,0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",122.0
arg_pisacowsmilk_10_page_10,8,8,arg_pisacowsmilk_10_page_10_8,Management,0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",228.25
arg_pisacowsmilk_10_page_10,9,9,arg_pisacowsmilk_10_page_10_9,pentru,0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",160.75
arg_pisacowsmilk_10_page_10,10,10,arg_pisacowsmilk_10_page_10_10,Lactate,0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",284.25
arg_pisacowsmilk_10_page_10,11,11,arg_pisacowsmilk_10_page_10_11,din,0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",227.25
arg_pisacowsmilk_10_page_10,12,12,arg_pisacowsmilk_10_page_10_12,SUA,0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",39.5
arg_pisacowsmilk_10_page_10,13,13,arg_pisacowsmilk_10_page_10_13,precum,0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",176.25
arg_pisacowsmilk_10_page_10,14,14,arg_pisacowsmilk_10_page_10_14,și,0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",50.5
arg_pisacowsmilk_10_page_10,15,15,arg_pisacowsmilk_10_page_10_15,alte,0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",177.75
arg_pisacowsmilk_10_page_10,16,16,arg_pisacowsmilk_10_page_10_16,organizații,0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",296.5
arg_pisacowsmilk_10_page_10,17,17,arg_pisacowsmilk_10_page_10_17,au,0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",123.0
arg_pisacowsmilk_10_page_10,18,18,arg_pisacowsmilk_10_page_10_18,promovat,0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",399.25
arg_pisacowsmilk_10_page_10,19,19,arg_pisacowsmilk_10_page_10_19,în,0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",76.5
arg_pisacowsmilk_10_page_10,20,20,arg_pisacowsmilk_10_page_10_20,mod,0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",339.5
arg_pisacowsmilk_10_page_10,21,21,arg_pisacowsmilk_10_page_10_21,susținut,0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",703.5
arg_pisacowsmilk_10_page_10,22,22,arg_pisacowsmilk_10_page_10_22,beneficiile,0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",186.75
arg_pisacowsmilk_10_page_10,23,23,arg_pisacowsmilk_10_page_10_23,laptelui,0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",251.0
arg_pisacowsmilk_10_page_10,24,24,arg_pisacowsmilk_10_page_10_24,timp,0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",218.75
arg_pisacowsmilk_10_page_10,25,25,arg_pisacowsmilk_10_page_10_25,de,0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",147.0
arg_pisacowsmilk_10_page_10,26,26,arg_pisacowsmilk_10_page_10_26,ani,0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",150.0
arg_pisacowsmilk_10_page_10,27,27,arg_pisacowsmilk_10_page_10_27,de,0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",0.0
arg_pisacowsmilk_10_page_10,28,28,arg_pisacowsmilk_10_page_10_28,zile.,0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",74.0
