text,token,complexity,value,varv,vars,text_name,page_num,sentence_num,lemma,location_true,location_adnot,gpt-4.1-2025-04-14
"Declarația universală a drepturilor omului - Preambul 

Considerând că recunoașterea demnității inerente tuturor membrilor familiei umane și a drepturilor lor egale și inalienabile constituie fundamentul libertății, dreptății și păcii în lume,
Considerând că ignorarea și disprețuirea drepturilor omului au dus la acte de barbarie care revoltă conștiința omenirii și că făurirea unei lumi în care ființele umane se vor bucura de libertatea cuvântului și a convingerilor și vor fi eliberate de teamă și mizerie a fost proclamată drept cea mai înaltă aspirație a oamenilor,
Considerând că este esențial ca drepturile omului să fie ocrotite de autoritatea legii pentru ca omul să nu fie silit să recurgă, ca soluție extremă, la revoltă împotriva tiraniei și asupririi,
Considerând că este esențial a se încuraja dezvoltarea relațiilor prietenești între națiuni,
Considerând că în Cartă popoarele Organizației Națiunilor Unite au proclamat din nou credința lor în drepturile fundamentale ale omului, în demnitatea și în valoarea persoanei umane, drepturi egale pentru bărbați și femei și că au hotărât să favorizeze progresul social și îmbunătățirea condițiilor de viață în cadrul unei libertăți mai mari,
Considerând că statele membre s-au angajat să promoveze în colaborare cu Organizația Națiunilor Unite respectul universal și efectiv față de drepturile omului și libertățile fundamentale, precum și respectarea lor universală și efectivă,
Considerând că o concepție comună despre aceste drepturi și libertăți este de cea mai mare importanță pentru realizarea deplină a acestui angajament,
Adunarea Generală proclamă prezenta Declarație Universală a Drepturilor Omului, ca ideal comun spre care trebuie să tindă toate popoarele și toate națiunile, pentru ca toate persoanele și toate organele societății să se străduiască, având această  Declarație permanent în minte, ca prin învățătură și educație să dezvolte respectul pentru aceste drepturi și libertăți și să asigure prin măsuri progresive, de ordin național și internațional, recunoașterea și aplicarea lor universală și efectivă, atât în sânul popoarelor statelor membre, cât și al celor din teritoriile aflate sub jurisdicția lor.",trebuie,0.25,2,1.09,0.068125,Ins_HumanRights,1,0,trebui,"(1695, 1702)","(1695, 1701)",0.1
"Declarația universală a drepturilor omului - Preambul 

Considerând că recunoașterea demnității inerente tuturor membrilor familiei umane și a drepturilor lor egale și inalienabile constituie fundamentul libertății, dreptății și păcii în lume,
Considerând că ignorarea și disprețuirea drepturilor omului au dus la acte de barbarie care revoltă conștiința omenirii și că făurirea unei lumi în care ființele umane se vor bucura de libertatea cuvântului și a convingerilor și vor fi eliberate de teamă și mizerie a fost proclamată drept cea mai înaltă aspirație a oamenilor,
Considerând că este esențial ca drepturile omului să fie ocrotite de autoritatea legii pentru ca omul să nu fie silit să recurgă, ca soluție extremă, la revoltă împotriva tiraniei și asupririi,
Considerând că este esențial a se încuraja dezvoltarea relațiilor prietenești între națiuni,
Considerând că în Cartă popoarele Organizației Națiunilor Unite au proclamat din nou credința lor în drepturile fundamentale ale omului, în demnitatea și în valoarea persoanei umane, drepturi egale pentru bărbați și femei și că au hotărât să favorizeze progresul social și îmbunătățirea condițiilor de viață în cadrul unei libertăți mai mari,
Considerând că statele membre s-au angajat să promoveze în colaborare cu Organizația Națiunilor Unite respectul universal și efectiv față de drepturile omului și libertățile fundamentale, precum și respectarea lor universală și efectivă,
Considerând că o concepție comună despre aceste drepturi și libertăți este de cea mai mare importanță pentru realizarea deplină a acestui angajament,
Adunarea Generală proclamă prezenta Declarație Universală a Drepturilor Omului, ca ideal comun spre care trebuie să tindă toate popoarele și toate națiunile, pentru ca toate persoanele și toate organele societății să se străduiască, având această  Declarație permanent în minte, ca prin învățătură și educație să dezvolte respectul pentru aceste drepturi și libertăți și să asigure prin măsuri progresive, de ordin național și internațional, recunoașterea și aplicarea lor universală și efectivă, atât în sânul popoarelor statelor membre, cât și al celor din teritoriile aflate sub jurisdicția lor.",Declarație,0.5,3,0.432098765432099,0.0270061728395062,Ins_HumanRights,1,0,Declarație,"(1626, 1636)","(1626, 1635)",0.2
"Declarația universală a drepturilor omului - Preambul 

Considerând că recunoașterea demnității inerente tuturor membrilor familiei umane și a drepturilor lor egale și inalienabile constituie fundamentul libertății, dreptății și păcii în lume,
Considerând că ignorarea și disprețuirea drepturilor omului au dus la acte de barbarie care revoltă conștiința omenirii și că făurirea unei lumi în care ființele umane se vor bucura de libertatea cuvântului și a convingerilor și vor fi eliberate de teamă și mizerie a fost proclamată drept cea mai înaltă aspirație a oamenilor,
Considerând că este esențial ca drepturile omului să fie ocrotite de autoritatea legii pentru ca omul să nu fie silit să recurgă, ca soluție extremă, la revoltă împotriva tiraniei și asupririi,
Considerând că este esențial a se încuraja dezvoltarea relațiilor prietenești între națiuni,
Considerând că în Cartă popoarele Organizației Națiunilor Unite au proclamat din nou credința lor în drepturile fundamentale ale omului, în demnitatea și în valoarea persoanei umane, drepturi egale pentru bărbați și femei și că au hotărât să favorizeze progresul social și îmbunătățirea condițiilor de viață în cadrul unei libertăți mai mari,
Considerând că statele membre s-au angajat să promoveze în colaborare cu Organizația Națiunilor Unite respectul universal și efectiv față de drepturile omului și libertățile fundamentale, precum și respectarea lor universală și efectivă,
Considerând că o concepție comună despre aceste drepturi și libertăți este de cea mai mare importanță pentru realizarea deplină a acestui angajament,
Adunarea Generală proclamă prezenta Declarație Universală a Drepturilor Omului, ca ideal comun spre care trebuie să tindă toate popoarele și toate națiunile, pentru ca toate persoanele și toate organele societății să se străduiască, având această  Declarație permanent în minte, ca prin învățătură și educație să dezvolte respectul pentru aceste drepturi și libertăți și să asigure prin măsuri progresive, de ordin național și internațional, recunoașterea și aplicarea lor universală și efectivă, atât în sânul popoarelor statelor membre, cât și al celor din teritoriile aflate sub jurisdicția lor.",Națiunilor,0.25,2,0.74609375,0.046630859375,Ins_HumanRights,1,0,Națiunilor,"(906, 916)","(906, 915)",0.2
"Declarația universală a drepturilor omului - Preambul 

Considerând că recunoașterea demnității inerente tuturor membrilor familiei umane și a drepturilor lor egale și inalienabile constituie fundamentul libertății, dreptății și păcii în lume,
Considerând că ignorarea și disprețuirea drepturilor omului au dus la acte de barbarie care revoltă conștiința omenirii și că făurirea unei lumi în care ființele umane se vor bucura de libertatea cuvântului și a convingerilor și vor fi eliberate de teamă și mizerie a fost proclamată drept cea mai înaltă aspirație a oamenilor,
Considerând că este esențial ca drepturile omului să fie ocrotite de autoritatea legii pentru ca omul să nu fie silit să recurgă, ca soluție extremă, la revoltă împotriva tiraniei și asupririi,
Considerând că este esențial a se încuraja dezvoltarea relațiilor prietenești între națiuni,
Considerând că în Cartă popoarele Organizației Națiunilor Unite au proclamat din nou credința lor în drepturile fundamentale ale omului, în demnitatea și în valoarea persoanei umane, drepturi egale pentru bărbați și femei și că au hotărât să favorizeze progresul social și îmbunătățirea condițiilor de viață în cadrul unei libertăți mai mari,
Considerând că statele membre s-au angajat să promoveze în colaborare cu Organizația Națiunilor Unite respectul universal și efectiv față de drepturile omului și libertățile fundamentale, precum și respectarea lor universală și efectivă,
Considerând că o concepție comună despre aceste drepturi și libertăți este de cea mai mare importanță pentru realizarea deplină a acestui angajament,
Adunarea Generală proclamă prezenta Declarație Universală a Drepturilor Omului, ca ideal comun spre care trebuie să tindă toate popoarele și toate națiunile, pentru ca toate persoanele și toate organele societății să se străduiască, având această  Declarație permanent în minte, ca prin învățătură și educație să dezvolte respectul pentru aceste drepturi și libertăți și să asigure prin măsuri progresive, de ordin național și internațional, recunoașterea și aplicarea lor universală și efectivă, atât în sânul popoarelor statelor membre, cât și al celor din teritoriile aflate sub jurisdicția lor.",Declarația,0.5,3,1.24,0.0775,Ins_HumanRights,1,0,declarație,"(0, 10)","(0, 9)",0.1
"RAPORT AL COMISIEI CĂTRE CONSILIU: Raport privind progresele înregistrate cu privire la indicatorul de referință pentru mobilitatea în scop educațional

1.",indicatorul,0.5,3,0.81,0.050625,Ins_LearningMobility,2,0,indicator,"(88, 99)","(88, 98)",0.2
"RAPORT AL COMISIEI CĂTRE CONSILIU: Raport privind progresele înregistrate cu privire la indicatorul de referință pentru mobilitatea în scop educațional

1.",progresele,0.25,2,0.81,0.050625,Ins_LearningMobility,2,0,progres,"(50, 60)","(50, 59)",0.1
"RAPORT AL COMISIEI CĂTRE CONSILIU: Raport privind progresele înregistrate cu privire la indicatorul de referință pentru mobilitatea în scop educațional

1.",mobilitatea,0.25,2,1.09,0.068125,Ins_LearningMobility,2,0,mobilitate,"(120, 131)","(120, 130)",0.4
"RAPORT AL COMISIEI CĂTRE CONSILIU: Raport privind progresele înregistrate cu privire la indicatorul de referință pentru mobilitatea în scop educațional

1.",RAPORT,0.5,3,0.84,0.0525,Ins_LearningMobility,2,0,RAPORT,"(0, 6)","(0, 5)",0.1
"RAPORT AL COMISIEI CĂTRE CONSILIU: Raport privind progresele înregistrate cu privire la indicatorul de referință pentru mobilitatea în scop educațional

1.",Raport,0.25,2,0.333333333333333,0.0208333333333333,Ins_LearningMobility,2,0,raport,"(35, 41)","(35, 40)",0.1
"RAPORT AL COMISIEI CĂTRE CONSILIU: Raport privind progresele înregistrate cu privire la indicatorul de referință pentru mobilitatea în scop educațional

1.",privire,0.5,3,0.84,0.0525,Ins_LearningMobility,2,0,privire,"(77, 84)","(77, 83)",0.1
"RAPORT AL COMISIEI CĂTRE CONSILIU: Raport privind progresele înregistrate cu privire la indicatorul de referință pentru mobilitatea în scop educațional

1.",CONSILIU,0.5,3,1.04,0.065,Ins_LearningMobility,2,0,CONSILIU,"(25, 33)","(25, 32)",0.2
"RAPORT AL COMISIEI CĂTRE CONSILIU: Raport privind progresele înregistrate cu privire la indicatorul de referință pentru mobilitatea în scop educațional

1.",înregistrate,0.375,2.5,0.65,0.040625,Ins_LearningMobility,2,0,înregistra,"(61, 73)","(61, 72)",0.2
"Alchimistul - Partea întâi

Băiatul se numea Santiago.",Alchimistul,0.25,2,1.49,0.093125,Lit_Alchemist,3,0,alchimist,"(0, 11)","(0, 10)",0.3
"Alchimistul - Partea întâi

Băiatul se numea Santiago.",Băiatul,0,1,0.16,0.01,Lit_Alchemist,3,0,băiat,"(28, 35)","(28, 34)",0.1
"Alchimistul - Partea întâi

Băiatul se numea Santiago.",Partea,0.25,2,0.41,0.025625,Lit_Alchemist,3,0,parte,"(14, 20)","(14, 19)",0.1
"Muntele vrăjit - Expunere premergătoare

Povestea lui Hans Castorp, pe care avem intenția s-o istorisim, nu de dragul lui (căci lectorul va învăța a-l cunoaște ca pe un tânăr modest și deopotrivă de simpatic), ci de acela al întâmplării însăși care ni se pare demnă în cel mai înalt grad de a fi relatată (și în legătură cu aceasta este totuși potrivit să reamintim că e povestea sa și că un eveniment oarecare nu se întâmplă oricui): așadar, povestea aceasta s-a petrecut cu multă vreme în urmă, și este, ca să spunem așa, acoperită de patina istorică, astfel că e absolut necesar să fie prezentată sub înfățișarea trecutului celui mai îndepărtat.
",vreme,0.25,2,0.512396694214876,0.0320247933884297,Lit_MagicMountain,4,0,vreme,"(482, 487)","(482, 486)",0.1
"Muntele vrăjit - Expunere premergătoare

Povestea lui Hans Castorp, pe care avem intenția s-o istorisim, nu de dragul lui (căci lectorul va învăța a-l cunoaște ca pe un tânăr modest și deopotrivă de simpatic), ci de acela al întâmplării însăși care ni se pare demnă în cel mai înalt grad de a fi relatată (și în legătură cu aceasta este totuși potrivit să reamintim că e povestea sa și că un eveniment oarecare nu se întâmplă oricui): așadar, povestea aceasta s-a petrecut cu multă vreme în urmă, și este, ca să spunem așa, acoperită de patina istorică, astfel că e absolut necesar să fie prezentată sub înfățișarea trecutului celui mai îndepărtat.
",urmă,0.25,2,0.545454545454545,0.0340909090909091,Lit_MagicMountain,4,0,urmă,"(491, 495)","(491, 494)",0.1
"Muntele vrăjit - Expunere premergătoare

Povestea lui Hans Castorp, pe care avem intenția s-o istorisim, nu de dragul lui (căci lectorul va învăța a-l cunoaște ca pe un tânăr modest și deopotrivă de simpatic), ci de acela al întâmplării însăși care ni se pare demnă în cel mai înalt grad de a fi relatată (și în legătură cu aceasta este totuși potrivit să reamintim că e povestea sa și că un eveniment oarecare nu se întâmplă oricui): așadar, povestea aceasta s-a petrecut cu multă vreme în urmă, și este, ca să spunem așa, acoperită de patina istorică, astfel că e absolut necesar să fie prezentată sub înfățișarea trecutului celui mai îndepărtat.
",avem,0,1,0.380165289256198,0.0237603305785124,Lit_MagicMountain,4,0,avea,"(76, 80)","(76, 79)",0
"Muntele vrăjit - Expunere premergătoare

Povestea lui Hans Castorp, pe care avem intenția s-o istorisim, nu de dragul lui (căci lectorul va învăța a-l cunoaște ca pe un tânăr modest și deopotrivă de simpatic), ci de acela al întâmplării însăși care ni se pare demnă în cel mai înalt grad de a fi relatată (și în legătură cu aceasta este totuși potrivit să reamintim că e povestea sa și că un eveniment oarecare nu se întâmplă oricui): așadar, povestea aceasta s-a petrecut cu multă vreme în urmă, și este, ca să spunem așa, acoperită de patina istorică, astfel că e absolut necesar să fie prezentată sub înfățișarea trecutului celui mai îndepărtat.
",acoperită,0.5,3,1.10743801652893,0.0692148760330578,Lit_MagicMountain,4,0,acoperi,"(524, 533)","(524, 532)",0.1
"Muntele vrăjit - Expunere premergătoare

Povestea lui Hans Castorp, pe care avem intenția s-o istorisim, nu de dragul lui (căci lectorul va învăța a-l cunoaște ca pe un tânăr modest și deopotrivă de simpatic), ci de acela al întâmplării însăși care ni se pare demnă în cel mai înalt grad de a fi relatată (și în legătură cu aceasta este totuși potrivit să reamintim că e povestea sa și că un eveniment oarecare nu se întâmplă oricui): așadar, povestea aceasta s-a petrecut cu multă vreme în urmă, și este, ca să spunem așa, acoperită de patina istorică, astfel că e absolut necesar să fie prezentată sub înfățișarea trecutului celui mai îndepărtat.
",dragul,0.25,2,0.231404958677686,0.0144628099173554,Lit_MagicMountain,4,0,drag,"(111, 117)","(111, 116)",0.1
"Muntele vrăjit - Expunere premergătoare

Povestea lui Hans Castorp, pe care avem intenția s-o istorisim, nu de dragul lui (căci lectorul va învăța a-l cunoaște ca pe un tânăr modest și deopotrivă de simpatic), ci de acela al întâmplării însăși care ni se pare demnă în cel mai înalt grad de a fi relatată (și în legătură cu aceasta este totuși potrivit să reamintim că e povestea sa și că un eveniment oarecare nu se întâmplă oricui): așadar, povestea aceasta s-a petrecut cu multă vreme în urmă, și este, ca să spunem așa, acoperită de patina istorică, astfel că e absolut necesar să fie prezentată sub înfățișarea trecutului celui mai îndepărtat.
",intenția,0.5,3,0.429752066115702,0.0268595041322314,Lit_MagicMountain,4,0,intenție,"(81, 89)","(81, 88)",0.1
"Muntele vrăjit - Expunere premergătoare

Povestea lui Hans Castorp, pe care avem intenția s-o istorisim, nu de dragul lui (căci lectorul va învăța a-l cunoaște ca pe un tânăr modest și deopotrivă de simpatic), ci de acela al întâmplării însăși care ni se pare demnă în cel mai înalt grad de a fi relatată (și în legătură cu aceasta este totuși potrivit să reamintim că e povestea sa și că un eveniment oarecare nu se întâmplă oricui): așadar, povestea aceasta s-a petrecut cu multă vreme în urmă, și este, ca să spunem așa, acoperită de patina istorică, astfel că e absolut necesar să fie prezentată sub înfățișarea trecutului celui mai îndepărtat.
",patina,0.5,3,0.56198347107438,0.0351239669421488,Lit_MagicMountain,4,0,patină,"(537, 543)","(537, 542)",0.5
"Muntele vrăjit - Expunere premergătoare

Povestea lui Hans Castorp, pe care avem intenția s-o istorisim, nu de dragul lui (căci lectorul va învăța a-l cunoaște ca pe un tânăr modest și deopotrivă de simpatic), ci de acela al întâmplării însăși care ni se pare demnă în cel mai înalt grad de a fi relatată (și în legătură cu aceasta este totuși potrivit să reamintim că e povestea sa și că un eveniment oarecare nu se întâmplă oricui): așadar, povestea aceasta s-a petrecut cu multă vreme în urmă, și este, ca să spunem așa, acoperită de patina istorică, astfel că e absolut necesar să fie prezentată sub înfățișarea trecutului celui mai îndepărtat.
",istorisim,0.75,4,0.991735537190082,0.0619834710743802,Lit_MagicMountain,4,0,istorisi,"(94, 103)","(94, 102)",0.5
