stimulus,subject_id,word_index,word,sentence,fixations_list,fixations_TRT,
arg_pisacowsmilk_10_page_1,8,28,la,"Imaginează-și că trei tineri: Ana, Chris și Sam sunt la o cafenea în SUA.",[203],203,
arg_pisacowsmilk_10_page_1,8,29,o,"Imaginează-și că trei tineri: Ana, Chris și Sam sunt la o cafenea în SUA.",[],0,
arg_pisacowsmilk_10_page_1,8,30,cafenea,"Imaginează-și că trei tineri: Ana, Chris și Sam sunt la o cafenea în SUA.",[232],232,
arg_pisacowsmilk_10_page_1,8,31,în,"Imaginează-și că trei tineri: Ana, Chris și Sam sunt la o cafenea în SUA.",[],0,
arg_pisacowsmilk_10_page_1,8,32,SUA,"Imaginează-și că trei tineri: Ana, Chris și Sam sunt la o cafenea în SUA.",[],0,
arg_pisacowsmilk_10_page_1,8,33,Proprietarul,Proprietarul a lipit de curând un anunț în vitrină care spune: „Începând cu 5 aprilie nu vom mai servi lapte de vacă.,"[166, 209]",375,
arg_pisacowsmilk_10_page_1,8,34,a,Proprietarul a lipit de curând un anunț în vitrină care spune: „Începând cu 5 aprilie nu vom mai servi lapte de vacă.,[],0,
arg_pisacowsmilk_10_page_1,8,35,lipit,Proprietarul a lipit de curând un anunț în vitrină care spune: „Începând cu 5 aprilie nu vom mai servi lapte de vacă.,"[352, 322, 419]",1093,
arg_pisacowsmilk_10_page_1,8,36,de,Proprietarul a lipit de curând un anunț în vitrină care spune: „Începând cu 5 aprilie nu vom mai servi lapte de vacă.,"[158, 321, 252]",731,
arg_pisacowsmilk_10_page_1,8,37,curând,Proprietarul a lipit de curând un anunț în vitrină care spune: „Începând cu 5 aprilie nu vom mai servi lapte de vacă.,"[140, 205]",345,
arg_pisacowsmilk_10_page_1,8,38,un,Proprietarul a lipit de curând un anunț în vitrină care spune: „Începând cu 5 aprilie nu vom mai servi lapte de vacă.,[175],175,
arg_pisacowsmilk_10_page_1,8,39,anunț,Proprietarul a lipit de curând un anunț în vitrină care spune: „Începând cu 5 aprilie nu vom mai servi lapte de vacă.,[],0,
arg_pisacowsmilk_10_page_1,8,40,în,Proprietarul a lipit de curând un anunț în vitrină care spune: „Începând cu 5 aprilie nu vom mai servi lapte de vacă.,[],0,
arg_pisacowsmilk_10_page_1,8,41,vitrină,Proprietarul a lipit de curând un anunț în vitrină care spune: „Începând cu 5 aprilie nu vom mai servi lapte de vacă.,[507],507,
arg_pisacowsmilk_10_page_1,8,42,care,Proprietarul a lipit de curând un anunț în vitrină care spune: „Începând cu 5 aprilie nu vom mai servi lapte de vacă.,[],0,
arg_pisacowsmilk_10_page_1,8,43,spune:,Proprietarul a lipit de curând un anunț în vitrină care spune: „Începând cu 5 aprilie nu vom mai servi lapte de vacă.,[251],251,
arg_pisacowsmilk_10_page_1,8,44,„Începând,Proprietarul a lipit de curând un anunț în vitrină care spune: „Începând cu 5 aprilie nu vom mai servi lapte de vacă.,[388],388,
arg_pisacowsmilk_10_page_1,8,45,cu,Proprietarul a lipit de curând un anunț în vitrină care spune: „Începând cu 5 aprilie nu vom mai servi lapte de vacă.,[190],190,
arg_pisacowsmilk_10_page_1,8,46,5,Proprietarul a lipit de curând un anunț în vitrină care spune: „Începând cu 5 aprilie nu vom mai servi lapte de vacă.,[],0,
arg_pisacowsmilk_10_page_1,8,47,aprilie,Proprietarul a lipit de curând un anunț în vitrină care spune: „Începând cu 5 aprilie nu vom mai servi lapte de vacă.,[290],290,
arg_pisacowsmilk_10_page_1,8,48,nu,Proprietarul a lipit de curând un anunț în vitrină care spune: „Începând cu 5 aprilie nu vom mai servi lapte de vacă.,[308],308,
arg_pisacowsmilk_10_page_1,8,49,vom,Proprietarul a lipit de curând un anunț în vitrină care spune: „Începând cu 5 aprilie nu vom mai servi lapte de vacă.,"[195, 132]",327,
arg_pisacowsmilk_10_page_1,8,50,mai,Proprietarul a lipit de curând un anunț în vitrină care spune: „Începând cu 5 aprilie nu vom mai servi lapte de vacă.,[172],172,
arg_pisacowsmilk_10_page_1,8,51,servi,Proprietarul a lipit de curând un anunț în vitrină care spune: „Începând cu 5 aprilie nu vom mai servi lapte de vacă.,[322],322,
arg_pisacowsmilk_10_page_1,8,52,lapte,Proprietarul a lipit de curând un anunț în vitrină care spune: „Începând cu 5 aprilie nu vom mai servi lapte de vacă.,[],0,
arg_pisacowsmilk_10_page_1,8,53,de,Proprietarul a lipit de curând un anunț în vitrină care spune: „Începând cu 5 aprilie nu vom mai servi lapte de vacă.,[],0,
arg_pisacowsmilk_10_page_1,8,54,vacă,Proprietarul a lipit de curând un anunț în vitrină care spune: „Începând cu 5 aprilie nu vom mai servi lapte de vacă.,[],0,
arg_pisacowsmilk_10_page_1,8,55,Vă,Vă putem oferi un înlocuitor pe bază de soia.”,[210],210,
arg_pisacowsmilk_10_page_1,8,56,putem,Vă putem oferi un înlocuitor pe bază de soia.”,[209],209,
arg_pisacowsmilk_10_page_1,8,57,oferi,Vă putem oferi un înlocuitor pe bază de soia.”,[],0,
arg_pisacowsmilk_10_page_1,8,58,un,Vă putem oferi un înlocuitor pe bază de soia.”,[164],164,
arg_pisacowsmilk_10_page_1,8,59,înlocuitor,Vă putem oferi un înlocuitor pe bază de soia.”,"[261, 165]",426,
arg_pisacowsmilk_10_page_1,8,60,pe,Vă putem oferi un înlocuitor pe bază de soia.”,[],0,
arg_pisacowsmilk_10_page_1,8,61,bază,Vă putem oferi un înlocuitor pe bază de soia.”,[161],161,
arg_pisacowsmilk_10_page_1,8,62,de,Vă putem oferi un înlocuitor pe bază de soia.”,[],0,
arg_pisacowsmilk_10_page_1,8,63,soia.”,Vă putem oferi un înlocuitor pe bază de soia.”,[362],362,
arg_pisacowsmilk_10_page_1,8,64,Ana,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",[],0,
arg_pisacowsmilk_10_page_1,8,65,Chris,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",[],0,
arg_pisacowsmilk_10_page_1,8,66,și,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",[],0,
arg_pisacowsmilk_10_page_1,8,67,Sam,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",[138],138,
arg_pisacowsmilk_10_page_1,8,68,sunt,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",[144],144,
arg_pisacowsmilk_10_page_1,8,69,curioși,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",[227],227,
arg_pisacowsmilk_10_page_1,8,70,în,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",[],0,
arg_pisacowsmilk_10_page_1,8,71,legătură,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",[],0,
arg_pisacowsmilk_10_page_1,8,72,cu,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",[],0,
arg_pisacowsmilk_10_page_1,8,73,această,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",[],0,
arg_pisacowsmilk_10_page_1,8,74,decizie,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",[],0,
arg_pisacowsmilk_10_page_1,8,75,Așadar,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",[],0,
arg_pisacowsmilk_10_page_1,8,76,Ana,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",[],0,
arg_pisacowsmilk_10_page_1,8,77,dă,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",[],0,
arg_pisacowsmilk_10_page_1,8,78,o,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",[],0,
arg_pisacowsmilk_10_page_1,8,79,căutare,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",[],0,
arg_pisacowsmilk_10_page_1,8,80,pe,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",[],0,
arg_pisacowsmilk_10_page_1,8,81,smartphone,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",[417],417,
arg_pisacowsmilk_10_page_1,8,82,pentru,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.","[220, 279]",499,
arg_pisacowsmilk_10_page_1,8,83,„lapte,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",[178],178,
arg_pisacowsmilk_10_page_1,8,84,de,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.","[185, 210]",395,
arg_pisacowsmilk_10_page_1,8,85,vacă,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",[],0,
arg_pisacowsmilk_10_page_1,8,86,Cei,Cei trei citesc primul rezultat și îl discută.,[],0,
arg_pisacowsmilk_10_page_1,8,87,trei,Cei trei citesc primul rezultat și îl discută.,[],0,
arg_pisacowsmilk_10_page_1,8,88,citesc,Cei trei citesc primul rezultat și îl discută.,[],0,
arg_pisacowsmilk_10_page_1,8,89,primul,Cei trei citesc primul rezultat și îl discută.,[],0,
arg_pisacowsmilk_10_page_1,8,90,rezultat,Cei trei citesc primul rezultat și îl discută.,[],0,
arg_pisacowsmilk_10_page_1,8,91,și,Cei trei citesc primul rezultat și îl discută.,[106],106,
arg_pisacowsmilk_10_page_1,8,92,îl,Cei trei citesc primul rezultat și îl discută.,[],0,
arg_pisacowsmilk_10_page_1,8,93,discută.,Cei trei citesc primul rezultat și îl discută.,"[291, 192]",483,
arg_pisacowsmilk_10_page_10,8,0,Ministerul,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.","[221, 153, 381, 540, 406, 220, 335, 303]",2559,
arg_pisacowsmilk_10_page_10,8,1,"Agriculturii,","Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.","[288, 386, 137, 606, 261, 238]",1916,
arg_pisacowsmilk_10_page_10,8,2,Consiliul,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.","[276, 280, 382, 322, 230]",1490,
arg_pisacowsmilk_10_page_10,8,3,Produselor,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.","[173, 381, 145, 344, 145]",1188,
arg_pisacowsmilk_10_page_10,8,4,Lactate,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.","[290, 259, 411]",960,
arg_pisacowsmilk_10_page_10,8,5,și,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",[],0,
arg_pisacowsmilk_10_page_10,8,6,Unitatea,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.","[314, 221, 274, 213]",1022,
arg_pisacowsmilk_10_page_10,8,7,de,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.","[148, 340]",488,
arg_pisacowsmilk_10_page_10,8,8,Management,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.","[225, 323, 117]",665,
arg_pisacowsmilk_10_page_10,8,9,pentru,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.","[160, 354]",514,
arg_pisacowsmilk_10_page_10,8,10,Lactate,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.","[418, 147, 255]",820,
arg_pisacowsmilk_10_page_10,8,11,din,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.","[183, 288, 297]",768,
arg_pisacowsmilk_10_page_10,8,12,SUA,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",[158],158,
arg_pisacowsmilk_10_page_10,8,13,precum,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.","[154, 321]",475,
arg_pisacowsmilk_10_page_10,8,14,și,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",[202],202,
arg_pisacowsmilk_10_page_10,8,15,alte,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.","[305, 204]",509,
arg_pisacowsmilk_10_page_10,8,16,organizații,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.","[334, 220]",554,
arg_pisacowsmilk_10_page_10,8,17,au,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.","[238, 254]",492,
arg_pisacowsmilk_10_page_10,8,18,promovat,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.","[182, 206, 258, 254]",900,
arg_pisacowsmilk_10_page_10,8,19,în,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",[306],306,
arg_pisacowsmilk_10_page_10,8,20,mod,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.","[248, 398, 177, 334]",1157,
arg_pisacowsmilk_10_page_10,8,21,susținut,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.","[311, 518, 746, 939]",2514,
arg_pisacowsmilk_10_page_10,8,22,beneficiile,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.","[134, 235, 174]",543,
arg_pisacowsmilk_10_page_10,8,23,laptelui,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.","[456, 167, 249]",872,
arg_pisacowsmilk_10_page_10,8,24,timp,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.","[278, 231, 150]",659,
arg_pisacowsmilk_10_page_10,8,25,de,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",[588],588,
arg_pisacowsmilk_10_page_10,8,26,ani,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.","[226, 211]",437,
arg_pisacowsmilk_10_page_10,8,27,de,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",[],0,
arg_pisacowsmilk_10_page_10,8,28,zile.,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",[122],122,
arg_pisacowsmilk_10_page_10,8,29,"Astfel,","Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.",[233],233,
arg_pisacowsmilk_10_page_10,8,30,adulții,"Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.","[619, 190, 141]",950,
arg_pisacowsmilk_10_page_10,8,31,sunt,"Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.","[234, 192]",426,
arg_pisacowsmilk_10_page_10,8,32,încurajați,"Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.","[439, 263, 183]",885,
arg_pisacowsmilk_10_page_10,8,33,să,"Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.",[373],373,
arg_pisacowsmilk_10_page_10,8,34,bea,"Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.",[],0,
arg_pisacowsmilk_10_page_10,8,35,trei,"Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.","[200, 250]",450,
arg_pisacowsmilk_10_page_10,8,36,pahare,"Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.",[259],259,
arg_pisacowsmilk_10_page_10,8,37,de,"Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.",[],0,
arg_pisacowsmilk_10_page_10,8,38,lapte,"Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.","[186, 158, 265]",609,
arg_pisacowsmilk_10_page_10,8,39,pe,"Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.",[],0,
arg_pisacowsmilk_10_page_10,8,40,zi,"Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.",[],0,
arg_pisacowsmilk_10_page_10,8,41,Cu,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",[],0,
arg_pisacowsmilk_10_page_10,8,42,toate,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",[],0,
arg_pisacowsmilk_10_page_10,8,43,acestea,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",[],0,
arg_pisacowsmilk_10_page_10,8,44,studiile,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.","[266, 202]",468,
arg_pisacowsmilk_10_page_10,8,45,ultimului,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.","[231, 137]",368,
arg_pisacowsmilk_10_page_10,8,46,deceniu,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.","[211, 150]",361,
arg_pisacowsmilk_10_page_10,8,47,pun,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",[377],377,
arg_pisacowsmilk_10_page_10,8,48,sub,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",[],0,
arg_pisacowsmilk_10_page_10,8,49,semnul,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.","[266, 127]",393,
arg_pisacowsmilk_10_page_10,8,50,întrebării,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",[],0,
arg_pisacowsmilk_10_page_10,8,51,capacitatea,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",[],0,
arg_pisacowsmilk_10_page_10,8,52,de,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",[],0,
arg_pisacowsmilk_10_page_10,8,53,susținere,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",[],0,
arg_pisacowsmilk_10_page_10,8,54,a,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",[],0,
arg_pisacowsmilk_10_page_10,8,55,oaselor,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",[],0,
arg_pisacowsmilk_10_page_10,8,56,precum,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",[],0,
arg_pisacowsmilk_10_page_10,8,57,și,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",[],0,
arg_pisacowsmilk_10_page_10,8,58,alte,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",[],0,
arg_pisacowsmilk_10_page_10,8,59,beneficii,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",[],0,
arg_pisacowsmilk_10_page_10,8,60,pentru,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",[282],282,
arg_pisacowsmilk_10_page_10,8,61,sănătate,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.","[160, 215]",375,
arg_pisacowsmilk_10_page_10,8,62,atribuite,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",[],0,
arg_pisacowsmilk_10_page_10,8,63,laptelui.,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",[390],390,
arg_pisacowsmilk_10_page_10,8,64,Rezultatele,Rezultatele vă pot surprinde.,[221],221,
arg_pisacowsmilk_10_page_10,8,65,vă,Rezultatele vă pot surprinde.,[],0,
arg_pisacowsmilk_10_page_10,8,66,pot,Rezultatele vă pot surprinde.,[261],261,
arg_pisacowsmilk_10_page_10,8,67,surprinde,Rezultatele vă pot surprinde.,[],0,
arg_pisacowsmilk_10_page_11,8,0,Unul,Unul dintre cele mai importante și recente studii asupra efectelor consumului de lapte s-a publicat în numărul din octombrie 2014 al Jurnalului Medical Britanic.,[154],154,
arg_pisacowsmilk_10_page_11,8,1,dintre,Unul dintre cele mai importante și recente studii asupra efectelor consumului de lapte s-a publicat în numărul din octombrie 2014 al Jurnalului Medical Britanic.,[160],160,
arg_pisacowsmilk_10_page_11,8,2,cele,Unul dintre cele mai importante și recente studii asupra efectelor consumului de lapte s-a publicat în numărul din octombrie 2014 al Jurnalului Medical Britanic.,[192],192,
arg_pisacowsmilk_10_page_11,8,3,mai,Unul dintre cele mai importante și recente studii asupra efectelor consumului de lapte s-a publicat în numărul din octombrie 2014 al Jurnalului Medical Britanic.,[],0,
arg_pisacowsmilk_10_page_11,8,4,importante,Unul dintre cele mai importante și recente studii asupra efectelor consumului de lapte s-a publicat în numărul din octombrie 2014 al Jurnalului Medical Britanic.,[238],238,
