page,word_idx,word,question_image_version
Ins_LearningMobility_3_question_03121_target,3,pe,question_images_version_173
Ins_LearningMobility_3_question_03121_target,4,persoanele,question_images_version_173
Ins_LearningMobility_3_question_03121_target,5,cu,question_images_version_173
Ins_LearningMobility_3_question_03121_target,6,calificări,question_images_version_173
Ins_LearningMobility_3_question_03121_target,7,"vocaționale,",question_images_version_173
Ins_LearningMobility_3_question_03121_target,8,iar,question_images_version_173
Ins_LearningMobility_3_question_03121_target,9,celălalt,question_images_version_173
Ins_LearningMobility_3_question_03121_target,10,pe,question_images_version_173
Ins_LearningMobility_3_question_03121_target,11,absolvenții,question_images_version_173
Ins_LearningMobility_3_question_03121_target,12,de,question_images_version_173
Ins_LearningMobility_3_question_03121_target,13,învățământ,question_images_version_173
Ins_LearningMobility_3_question_03121_target,14,superior.,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_a,0,Unul,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_a,1,se,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_a,2,referă,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_a,3,la,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_a,4,studiile,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_a,5,în,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_a,6,"străinătate,",question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_a,7,iar,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_a,8,celălalt,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_a,9,la,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_a,10,munca,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_a,11,în,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_a,12,străinătate.,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_b,0,Unul,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_b,1,se,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_b,2,concentrează,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_b,3,pe,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_b,4,capacitatea,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_b,5,de,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_b,6,"angajare,",question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_b,7,iar,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_b,8,celălalt,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_b,9,pe,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_b,10,cetățenia,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_b,11,activă.,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_c,0,Unul,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_c,1,se,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_c,2,referă,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_c,3,la,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_c,4,învățământul,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_c,5,"primar,",question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_c,6,în,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_c,7,timp,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_c,8,ce,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_c,9,celălalt,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_c,10,se,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_c,11,referă,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_c,12,la,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_c,13,învățământul,question_images_version_173
Ins_LearningMobility_3_question_03121_distractor_c,14,secundar.,question_images_version_173
question_03122,0,Care,question_images_version_173
question_03122,1,este,question_images_version_173
question_03122,2,grupul,question_images_version_173
question_03122,3,țintă,question_images_version_173
question_03122,4,al,question_images_version_173
question_03122,5,indicatorului,question_images_version_173
question_03122,6,de,question_images_version_173
question_03122,7,mobilitate,question_images_version_173
question_03122,8,în,question_images_version_173
question_03122,9,scop,question_images_version_173
question_03122,10,educațional?,question_images_version_173
Ins_LearningMobility_3_question_03122_target,0,Tinerii,question_images_version_173
Ins_LearningMobility_3_question_03122_target,1,care,question_images_version_173
Ins_LearningMobility_3_question_03122_target,2,urmează,question_images_version_173
Ins_LearningMobility_3_question_03122_target,3,studii,question_images_version_173
Ins_LearningMobility_3_question_03122_target,4,superioare,question_images_version_173
Ins_LearningMobility_3_question_03122_target,5,sau,question_images_version_173
Ins_LearningMobility_3_question_03122_target,6,care,question_images_version_173
Ins_LearningMobility_3_question_03122_target,7,au,question_images_version_173
Ins_LearningMobility_3_question_03122_target,8,o,question_images_version_173
Ins_LearningMobility_3_question_03122_target,9,pregătire,question_images_version_173
Ins_LearningMobility_3_question_03122_target,10,vocațională,question_images_version_173
Ins_LearningMobility_3_question_03122_target,11,inițială.,question_images_version_173
Ins_LearningMobility_3_question_03122_distractor_a,0,Oameni,question_images_version_173
Ins_LearningMobility_3_question_03122_distractor_a,1,de,question_images_version_173
Ins_LearningMobility_3_question_03122_distractor_a,2,18-34,question_images_version_173
Ins_LearningMobility_3_question_03122_distractor_a,3,de,question_images_version_173
Ins_LearningMobility_3_question_03122_distractor_a,4,ani,question_images_version_173
Ins_LearningMobility_3_question_03122_distractor_a,5,care,question_images_version_173
Ins_LearningMobility_3_question_03122_distractor_a,6,nu,question_images_version_173
Ins_LearningMobility_3_question_03122_distractor_a,7,urmează,question_images_version_173
Ins_LearningMobility_3_question_03122_distractor_a,8,studii,question_images_version_173
Ins_LearningMobility_3_question_03122_distractor_a,9,superioare,question_images_version_173
Ins_LearningMobility_3_question_03122_distractor_a,10,și,question_images_version_173
Ins_LearningMobility_3_question_03122_distractor_a,11,nu,question_images_version_173
Ins_LearningMobility_3_question_03122_distractor_a,12,dețin,question_images_version_173
Ins_LearningMobility_3_question_03122_distractor_a,13,calificări,question_images_version_173
Ins_LearningMobility_3_question_03122_distractor_a,14,vocaționale,question_images_version_173
Ins_LearningMobility_3_question_03122_distractor_a,15,inițiale.,question_images_version_173
Ins_LearningMobility_3_question_03122_distractor_b,0,Profesori,question_images_version_173
Ins_LearningMobility_3_question_03122_distractor_b,1,în,question_images_version_173
Ins_LearningMobility_3_question_03122_distractor_b,2,vârstă,question_images_version_173
Ins_LearningMobility_3_question_03122_distractor_b,3,de,question_images_version_173
Ins_LearningMobility_3_question_03122_distractor_b,4,18-34,question_images_version_173
Ins_LearningMobility_3_question_03122_distractor_b,5,de,question_images_version_173
Ins_LearningMobility_3_question_03122_distractor_b,6,ani,question_images_version_173
Ins_LearningMobility_3_question_03122_distractor_b,7,din,question_images_version_173
Ins_LearningMobility_3_question_03122_distractor_b,8,UE.,question_images_version_173
Ins_LearningMobility_3_question_03122_distractor_c,0,Tinerii,question_images_version_173
Ins_LearningMobility_3_question_03122_distractor_c,1,care,question_images_version_173
Ins_LearningMobility_3_question_03122_distractor_c,2,fac,question_images_version_173
Ins_LearningMobility_3_question_03122_distractor_c,3,voluntariat,question_images_version_173
Ins_LearningMobility_3_question_03122_distractor_c,4,în,question_images_version_173
Ins_LearningMobility_3_question_03122_distractor_c,5,străinătate.,question_images_version_173
question_03131,0,Care,question_images_version_173
question_03131,1,este,question_images_version_173
question_03131,2,scopul,question_images_version_173
question_03131,3,Comunicării,question_images_version_173
question_03131,4,Comisiei,question_images_version_173
question_03131,5,privind,question_images_version_173
question_03131,6,investiția,question_images_version_173
question_03131,7,în,question_images_version_173
question_03131,8,tineretul,question_images_version_173
question_03131,9,european?,question_images_version_173
Ins_LearningMobility_3_question_03131_target,0,Promovarea,question_images_version_173
Ins_LearningMobility_3_question_03131_target,1,mobilității,question_images_version_173
Ins_LearningMobility_3_question_03131_target,2,studenților,question_images_version_173
Ins_LearningMobility_3_question_03131_target,3,în,question_images_version_173
Ins_LearningMobility_3_question_03131_target,4,educație.,question_images_version_173
Ins_LearningMobility_3_question_03131_distractor_a,0,Promovarea,question_images_version_173
Ins_LearningMobility_3_question_03131_distractor_a,1,mobilității,question_images_version_173
Ins_LearningMobility_3_question_03131_distractor_a,2,cadrelor,question_images_version_173
Ins_LearningMobility_3_question_03131_distractor_a,3,didactice,question_images_version_173
Ins_LearningMobility_3_question_03131_distractor_a,4,în,question_images_version_173
Ins_LearningMobility_3_question_03131_distractor_a,5,educație.,question_images_version_173
Ins_LearningMobility_3_question_03131_distractor_b,0,Promovarea,question_images_version_173
Ins_LearningMobility_3_question_03131_distractor_b,1,mobilității,question_images_version_173
Ins_LearningMobility_3_question_03131_distractor_b,2,globale.,question_images_version_173
Ins_LearningMobility_3_question_03131_distractor_c,0,Creșterea,question_images_version_173
Ins_LearningMobility_3_question_03131_distractor_c,1,capacității,question_images_version_173
Ins_LearningMobility_3_question_03131_distractor_c,2,de,question_images_version_173
Ins_LearningMobility_3_question_03131_distractor_c,3,angajare,question_images_version_173
Ins_LearningMobility_3_question_03131_distractor_c,4,a,question_images_version_173
Ins_LearningMobility_3_question_03131_distractor_c,5,tinerilor,question_images_version_173
Ins_LearningMobility_3_question_03131_distractor_c,6,educatori.,question_images_version_173
question_03132,0,De,question_images_version_173
question_03132,1,la,question_images_version_173
question_03132,2,ce,question_images_version_173
question_03132,3,tip,question_images_version_173
question_03132,4,de,question_images_version_173
question_03132,5,organizație,question_images_version_173
question_03132,6,provine,question_images_version_173
question_03132,7,acest,question_images_version_173
question_03132,8,text?,question_images_version_173
Ins_LearningMobility_3_question_03132_target,0,Instituție,question_images_version_173
Ins_LearningMobility_3_question_03132_target,1,guvernamentală.,question_images_version_173
Ins_LearningMobility_3_question_03132_distractor_a,0,Organizație,question_images_version_173
Ins_LearningMobility_3_question_03132_distractor_a,1,studențească,question_images_version_173
Ins_LearningMobility_3_question_03132_distractor_a,2,internațională.,question_images_version_173
Ins_LearningMobility_3_question_03132_distractor_b,0,Instituție,question_images_version_173
Ins_LearningMobility_3_question_03132_distractor_b,1,academică.,question_images_version_173
Ins_LearningMobility_3_question_03132_distractor_c,0,Entitate,question_images_version_173
Ins_LearningMobility_3_question_03132_distractor_c,1,comercială.,question_images_version_173
page_1,0,RAPORT,
page_1,1,AL,
page_1,2,COMISIEI,
page_1,3,CĂTRE,
page_1,4,CONSILIU:,
page_1,5,Raport,
page_1,6,privind,
page_1,7,progresele,
page_1,8,înregistrate,
page_1,9,cu,
page_1,10,privire,
page_1,11,la,
page_1,12,indicatorul,
page_1,13,de,
page_1,14,referință,
page_1,15,pentru,
page_1,16,mobilitatea,
page_1,17,în,
page_1,18,scop,
page_1,19,educațional,
page_1,20,1.,
page_1,21,INTRODUCERE,
page_1,22,Recenta,
page_1,23,Comunicare,
page_1,24,a,
page_1,25,Comisiei,
page_1,26,despre,
page_1,27,„Investiția,
page_1,28,în,
page_1,29,Tinerii,
page_1,30,Europei”,
page_1,31,pune,
page_1,32,în,
page_1,33,evidență,
page_1,34,impactul,
page_1,35,pozitiv,
page_1,36,al,
page_1,37,mobilității,
page_1,38,în,
page_1,39,scop,
page_1,40,educațional,
page_1,41,asupra,
page_1,42,capacității,
page_1,43,de,
page_1,44,angajare,
page_1,45,și,
page_1,46,asupra,
page_1,47,cetățeniei,
page_1,48,active.,
page_1,49,"Învățarea,",
page_1,50,studiile,
page_1,51,și,
page_1,52,formarea,
page_1,53,într-o,
page_1,54,altă,
page_1,55,țară,
page_1,56,reprezintă,
page_1,57,o,
page_1,58,experiență,
page_1,59,"unică,",
page_1,60,ce,
page_1,61,poate,
page_1,62,deschide,
page_1,63,noi,
page_1,64,orizonturi.,
page_2,0,Aptitudinile,
page_2,1,dobândite,
page_2,2,în,
page_2,3,cursul,
page_2,4,unei,
page_2,5,astfel,
page_2,6,de,
page_2,7,"experiențe,",
page_2,8,cum,
page_2,9,ar,
page_2,10,fi,
page_2,11,capacitatea,
page_2,12,de,
page_2,13,a,
page_2,14,rezolva,
page_2,15,"probleme,",
page_2,16,"adaptabilitatea,",
page_2,17,toleranța,
page_2,18,și,
page_2,19,încrederea,
page_2,20,în,
page_2,21,sine,
page_2,22,sunt,
page_2,23,prețuite,
page_2,24,de,
page_2,25,către,
page_2,26,angajatori,
page_2,27,și,
page_2,28,esențiale,
page_2,29,pentru,
page_2,30,societatea,
page_2,31,de,
page_2,32,astăzi.,
page_2,33,Comisia,
page_2,34,încurajează,
page_2,35,mobilitatea,
page_2,36,în,
page_2,37,scop,
page_2,38,educațional,
page_2,39,a,
page_2,40,tinerilor,
page_2,41,prin,
page_2,42,politica,
page_2,43,și,
page_2,44,programele,
page_2,45,"sale,",
page_2,46,inclusiv,
page_2,47,un,
page_2,48,criteriu,
page_2,49,de,
page_2,50,referință,
page_2,51,dedicat,
page_2,52,și,
page_2,53,susținerea,
page_2,54,din,
page_2,55,partea,
page_2,56,programului,
page_2,57,Erasmus+.,
page_3,0,Concluziile,
page_3,1,Consiliului,
page_3,2,din,
page_3,3,2011,
page_3,4,privind,
page_3,5,un,
page_3,6,criteriu,
page_3,7,de,
page_3,8,referință,
page_3,9,pentru,
page_3,10,mobilitatea,
page_3,11,în,
page_3,12,scop,
page_3,13,educațional,
page_3,14,(2011/C372/08),
page_3,15,invită,
page_3,16,Comisia,
page_3,17,să:,
page_3,18,„prezinte,
page_3,19,un,
page_3,20,raport,
page_3,21,"Consiliului,",
page_3,22,până,
page_3,23,la,
page_3,24,sfârșitul,
page_3,25,anului,
page_3,26,"2015,",
page_3,27,în,
page_3,28,vederea,
page_3,29,reexaminării,
page_3,30,"și,",
page_3,31,după,
page_3,32,"caz,",
page_3,33,a,
page_3,34,revizuirii,
page_3,35,criteriului,
page_3,36,de,
page_3,37,referință,
page_3,38,european,
page_3,39,privind,
page_3,40,mobilitatea,
page_3,41,în,
page_3,42,scop,
page_3,43,educațional.”,
page_3,44,Concluziile,
page_3,45,Consiliului,
page_3,46,le,
page_3,47,solicită,
page_3,48,de,
page_3,49,asemenea,
page_3,50,Comisiei,
page_3,51,și,
page_3,52,statelor,
page_3,53,membre,
page_3,54,să,
page_3,55,efectueze,
page_3,56,alte,
page_3,57,"acțiuni,",
page_3,58,mai,
page_3,59,ales,
page_3,60,legat,
page_3,61,de,
page_3,62,mobilitatea,
page_3,63,"studenților,",
page_3,64,a,
page_3,65,tineretului,
page_3,66,și,
page_3,67,a,
page_3,68,profesorilor.,
page_3,69,"Totuși,",
page_3,70,nu,
page_3,71,există,
page_3,72,nicio,
page_3,73,obligație,
page_3,74,de,
page_3,75,a,
page_3,76,prezenta,
page_3,77,Consiliului,
page_3,78,rapoarte,
page_3,79,cu,
page_3,80,privire,
page_3,81,la,
page_3,82,acțiunile,
page_3,83,respective.,
page_3,84,Acestea,
page_3,85,sunt,
page_3,86,descrise,
page_3,87,mai,
page_3,88,în,
page_3,89,detaliu,
page_3,90,în,
page_3,91,alte,
page_3,92,documente,
page_3,93,ale,
page_3,94,Comisiei.,
page_4,0,Contextul,
page_4,1,concluziilor,
page_4,2,Consiliului,
page_4,3,din,
page_4,4,2011,
page_4,5,este,
page_4,6,reprezentat,
page_4,7,de,
page_4,8,Cadrul,
page_4,9,Strategic,
page_4,10,pentru,
page_4,11,Cooperarea,
page_4,12,Europeană,
page_4,13,în,
page_4,14,Educație,
page_4,15,și,
page_4,16,Formare,
page_4,17,Profesională,
page_4,18,"2020,",
page_4,19,prin,
page_4,20,care,
page_4,21,Comisia,
page_4,22,este,
page_4,23,invitată,
page_4,24,„să,
page_4,25,depună,
page_4,26,o,
page_4,27,propunere,
page_4,28,privind,
page_4,29,un,
page_4,30,criteriu,
page_4,31,de,
page_4,32,referință,
page_4,33,în,
page_4,34,acest,
page_4,35,domeniu,
page_4,36,până,
page_4,37,la,
page_4,38,sfârșitul,
page_4,39,anului,
page_4,40,"2010,",
page_4,41,axându-se,
page_4,42,inițial,
page_4,43,pe,
page_4,44,mobilitatea,
page_4,45,fizică,
page_4,46,între,
page_4,47,țări,
page_4,48,în,
page_4,49,domeniul,
page_4,50,educației,
page_4,51,superioare...”,
page_4,52,.,
page_4,53,Concluziile,
page_4,54,Consiliului,
page_4,55,au,
page_4,56,fost,
page_4,57,precedate,
page_4,58,de,
page_4,59,documentul,
page_4,60,în,
page_4,61,lucru,
page_4,62,al,
page_4,63,serviciilor,
page_4,64,Comisiei,
page_4,65,din,
page_4,66,24,
page_4,67,mai,
page_4,68,2011,
page_4,69,privind,
page_4,70,elaborarea,
page_4,71,unor,
page_4,72,criterii,
page_4,73,de,
page_4,74,referință,
page_4,75,referitoare,
page_4,76,la,
page_4,77,educația,
page_4,78,pentru,
page_4,79,angajare,
page_4,80,și,
page_4,81,la,
page_4,82,mobilitatea,
page_4,83,în,
page_4,84,scop,
page_4,85,educațional,
page_4,86,(doc.,
page_4,87,10697/11).,
page_5,0,Acest,
page_5,1,raport,
page_5,2,îndeplinește,
page_5,3,obligația,
page_5,4,de,
page_5,5,a,
page_5,6,raporta,
page_5,7,Consiliului,
page_5,8,cu,
page_5,9,privire,
page_5,10,la,
page_5,11,progresele,
page_5,12,realizate,
page_5,13,în,
page_5,14,ceea,
page_5,15,ce,
page_5,16,privește,
page_5,17,criteriul,
page_5,18,de,
page_5,19,referință,
page_5,20,pentru,
page_5,21,"mobilitate,",
page_5,22,în,
page_5,23,vederea,
page_5,24,continuării,
page_5,25,acțiunilor,
page_5,26,în,
page_5,27,2020.,
page_6,0,Criteriul,
page_6,1,de,
page_6,2,referință,
page_6,3,privind,
page_6,4,mobilitatea,
page_6,5,în,
page_6,6,scop,
page_6,7,educațional,
page_6,8,cuprinde,
page_6,9,doi,
page_6,10,indicatori,
page_6,11,și,
page_6,12,este,
page_6,13,definit,
page_6,14,în,
page_6,15,anexa,
page_6,16,la,
page_6,17,concluziile,
page_6,18,din,
page_6,19,2011,
page_6,20,după,
page_6,21,cum,
page_6,22,urmează:,
page_6,23,-,
page_6,24,„Până,
page_6,25,în,
page_6,26,"2020,",
page_6,27,o,
page_6,28,medie,
page_6,29,la,
page_6,30,nivelul,
page_6,31,UE,
page_6,32,de,
page_6,33,cel,
page_6,34,puțin,
page_6,35,20%,
page_6,36,din,
page_6,37,absolvenții,
page_6,38,de,
page_6,39,învățământ,
page_6,40,superior,
page_6,41,ar,
page_6,42,trebui,
page_6,43,să,
page_6,44,fi,
page_6,45,beneficiat,
page_6,46,de,
page_6,47,o,
page_6,48,perioadă,
page_6,49,de,
page_6,50,studiu,
page_6,51,superior,
page_6,52,sau,
page_6,53,de,
page_6,54,formare,
page_6,55,profesională,
page_6,56,(inclusiv,
page_6,57,stagii,
page_6,58,într-un,
page_6,59,mediu,
page_6,60,profesional),
page_6,61,în,
page_6,62,"străinătate,",
page_6,63,reprezentând,
page_6,64,un,
page_6,65,minim,
page_6,66,de,
page_6,67,15,
page_6,68,credite,
page_6,69,ECTS,
page_6,70,sau,
page_6,71,având,
page_6,72,o,
page_6,73,durată,
page_6,74,minimă,
page_6,75,de,
page_6,76,3,
page_6,77,luni.”,
page_7,0,-,
page_7,1,„Până,
page_7,2,în,
page_7,3,"2020,",
page_7,4,o,
page_7,5,medie,
page_7,6,la,
page_7,7,nivelul,
page_7,8,UE,
page_7,9,de,
page_7,10,cel,
page_7,11,puțin,
page_7,12,6%,
page_7,13,din,
page_7,14,grupa,
page_7,15,de,
page_7,16,vârstă,
page_7,17,de,
page_7,18,18-34,
page_7,19,de,
page_7,20,ani,
page_7,21,cu,
page_7,22,o,
page_7,23,educație,
page_7,24,inițială,
page_7,25,vocațională,
page_7,26,și,
page_7,27,calificare,
page_7,28,profesională,
page_7,29,ar,
page_7,30,trebui,
page_7,31,să,
page_7,32,fi,
page_7,33,avut,
page_7,34,o,
page_7,35,perioadă,
page_7,36,inițială,
page_7,37,de,
page_7,38,studiu,
page_7,39,sau,
page_7,40,de,
page_7,41,formare,
page_7,42,profesională,
page_7,43,(inclusiv,
page_7,44,stagii,
page_7,45,de,
page_7,46,muncă),
page_7,47,în,
page_7,48,străinătate,
page_7,49,cu,
page_7,50,o,
page_7,51,durată,
page_7,52,de,
page_7,53,minim,
page_7,54,două,
page_7,55,săptămâni,
page_7,56,sau,
page_7,57,mai,
page_7,58,puțin,
page_7,59,dacă,
page_7,60,este,
page_7,61,confirmată,
page_7,62,de,
page_7,63,un,
page_7,64,document,
page_7,65,Europass.”,
page_8,0,Criteriul,
page_8,1,de,
page_8,2,referință,
page_8,3,se,
page_8,4,concentrează,
page_8,5,asupra,
page_8,6,mobilității,
page_8,7,spre,
page_8,8,exterior:,
page_8,9,cu,
page_8,10,alte,
page_8,11,"cuvinte,",
page_8,12,a,
page_8,13,măsurii,
page_8,14,în,
page_8,15,care,
page_8,16,indivizii,
page_8,17,merg,
page_8,18,în,
page_8,19,străinătate,
page_8,20,pentru,
page_8,21,a,
page_8,22,acumula,
page_8,23,experiențe,
page_8,24,de,
page_8,25,învățare,
page_8,26,și,
page_8,27,calificări.,
page_8,28,În,
page_8,29,interiorul,
page_8,30,"UE,",
page_8,31,acest,
page_8,32,obiectiv,
page_8,33,este,
page_8,34,legat,
page_8,35,de,
page_8,36,principiile,
page_8,37,de,
page_8,38,bază,
page_8,39,ale,
page_8,40,UE,
page_8,41,reprezentate,
page_8,42,de,
page_8,43,libera,
page_8,44,circulație,
page_8,45,a,
page_8,46,persoanelor,
page_8,47,și,
page_8,48,de,
