stimulus,word_index,word_index_in_sentence,word,sentence,surprisal
arg_pisarapanui_11_page_1,17,2,eveniment,La acest eveniment participă o profesoară de la universitatea din apropiere.,2.149622659147904
arg_pisarapanui_11_page_1,18,3,participă,La acest eveniment participă o profesoară de la universitatea din apropiere.,0.198644200611064
arg_pisarapanui_11_page_1,19,4,o,La acest eveniment participă o profesoară de la universitatea din apropiere.,0.0338261240522678
arg_pisarapanui_11_page_1,20,5,profesoară,La acest eveniment participă o profesoară de la universitatea din apropiere.,2.145290238780904
arg_pisarapanui_11_page_1,21,6,de,La acest eveniment participă o profesoară de la universitatea din apropiere.,0.005223960480046
arg_pisarapanui_11_page_1,22,7,la,La acest eveniment participă o profesoară de la universitatea din apropiere.,0.0001033652760041
arg_pisarapanui_11_page_1,23,8,universitatea,La acest eveniment participă o profesoară de la universitatea din apropiere.,7.1522986854648245
arg_pisarapanui_11_page_1,24,9,din,La acest eveniment participă o profesoară de la universitatea din apropiere.,0.0011978403489499
arg_pisarapanui_11_page_1,25,10,apropiere.,La acest eveniment participă o profesoară de la universitatea din apropiere.,8.521348244675714
arg_pisarapanui_11_page_1,26,0,Ea,"Ea își va prezenta munca de teren din Rapa Nui, o insulă din Oceanul Pacific, la peste 3200 km vest de Chile.",4.748352757305403
arg_pisarapanui_11_page_1,27,1,își,"Ea își va prezenta munca de teren din Rapa Nui, o insulă din Oceanul Pacific, la peste 3200 km vest de Chile.",1.5374183489280246
arg_pisarapanui_11_page_1,28,2,va,"Ea își va prezenta munca de teren din Rapa Nui, o insulă din Oceanul Pacific, la peste 3200 km vest de Chile.",0.0195184428711246
arg_pisarapanui_11_page_1,29,3,prezenta,"Ea își va prezenta munca de teren din Rapa Nui, o insulă din Oceanul Pacific, la peste 3200 km vest de Chile.",11.515278867368664
arg_pisarapanui_11_page_1,30,4,munca,"Ea își va prezenta munca de teren din Rapa Nui, o insulă din Oceanul Pacific, la peste 3200 km vest de Chile.",3.6386123653763214
arg_pisarapanui_11_page_1,31,5,de,"Ea își va prezenta munca de teren din Rapa Nui, o insulă din Oceanul Pacific, la peste 3200 km vest de Chile.",0.2518880405184579
arg_pisarapanui_11_page_1,32,6,teren,"Ea își va prezenta munca de teren din Rapa Nui, o insulă din Oceanul Pacific, la peste 3200 km vest de Chile.",2.8714549478535374
arg_pisarapanui_11_page_1,33,7,din,"Ea își va prezenta munca de teren din Rapa Nui, o insulă din Oceanul Pacific, la peste 3200 km vest de Chile.",6.004058474306124
arg_pisarapanui_11_page_1,34,8,Rapa,"Ea își va prezenta munca de teren din Rapa Nui, o insulă din Oceanul Pacific, la peste 3200 km vest de Chile.",11.699973860115938
arg_pisarapanui_11_page_1,35,9,Nui,"Ea își va prezenta munca de teren din Rapa Nui, o insulă din Oceanul Pacific, la peste 3200 km vest de Chile.",15.13342917459264
arg_pisarapanui_11_page_1,36,10,o,"Ea își va prezenta munca de teren din Rapa Nui, o insulă din Oceanul Pacific, la peste 3200 km vest de Chile.",0.0806939170986018
arg_pisarapanui_11_page_1,37,11,insulă,"Ea își va prezenta munca de teren din Rapa Nui, o insulă din Oceanul Pacific, la peste 3200 km vest de Chile.",0.9733841996520314
arg_pisarapanui_11_page_1,38,12,din,"Ea își va prezenta munca de teren din Rapa Nui, o insulă din Oceanul Pacific, la peste 3200 km vest de Chile.",0.5052348533286432
arg_pisarapanui_11_page_1,39,13,Oceanul,"Ea își va prezenta munca de teren din Rapa Nui, o insulă din Oceanul Pacific, la peste 3200 km vest de Chile.",0.065084746341889
arg_pisarapanui_11_page_1,40,14,"Pacific,","Ea își va prezenta munca de teren din Rapa Nui, o insulă din Oceanul Pacific, la peste 3200 km vest de Chile.",19.221889474092595
arg_pisarapanui_11_page_1,41,15,la,"Ea își va prezenta munca de teren din Rapa Nui, o insulă din Oceanul Pacific, la peste 3200 km vest de Chile.",0.015313141485832
arg_pisarapanui_11_page_1,42,16,peste,"Ea își va prezenta munca de teren din Rapa Nui, o insulă din Oceanul Pacific, la peste 3200 km vest de Chile.",4.850798832494186
arg_pisarapanui_11_page_1,43,17,3200,"Ea își va prezenta munca de teren din Rapa Nui, o insulă din Oceanul Pacific, la peste 3200 km vest de Chile.",14.368716016256304
arg_pisarapanui_11_page_1,44,18,km,"Ea își va prezenta munca de teren din Rapa Nui, o insulă din Oceanul Pacific, la peste 3200 km vest de Chile.",0.264671232998799
arg_pisarapanui_11_page_1,45,19,vest,"Ea își va prezenta munca de teren din Rapa Nui, o insulă din Oceanul Pacific, la peste 3200 km vest de Chile.",2.2923308124052326
arg_pisarapanui_11_page_1,46,20,de,"Ea își va prezenta munca de teren din Rapa Nui, o insulă din Oceanul Pacific, la peste 3200 km vest de Chile.",0.0027395313060461
arg_pisarapanui_11_page_1,47,21,Chile.,"Ea își va prezenta munca de teren din Rapa Nui, o insulă din Oceanul Pacific, la peste 3200 km vest de Chile.",9.82289925979719
arg_pisarapanui_11_page_10,0,0,www.recenziiacademice.ro/Colaps,www.recenziiacademice.ro/Colaps,10.192616381694048
arg_pisarapanui_11_page_10,1,0,Recenzia,Recenzia volumului Colaps,10.228307332943158
arg_pisarapanui_11_page_10,2,1,volumului,Recenzia volumului Colaps,8.682348773840616
arg_pisarapanui_11_page_10,3,2,Colaps,Recenzia volumului Colaps,12.028157317694562
arg_pisarapanui_11_page_11,0,0,Colaps,"Colaps, noua carte a lui Jared Diamond, reprezintă un avertisment clar cu privire la consecințele degradării mediului înconjurător.",8.721904790876804
arg_pisarapanui_11_page_11,1,1,noua,"Colaps, noua carte a lui Jared Diamond, reprezintă un avertisment clar cu privire la consecințele degradării mediului înconjurător.",0.8845798819500826
arg_pisarapanui_11_page_11,2,2,carte,"Colaps, noua carte a lui Jared Diamond, reprezintă un avertisment clar cu privire la consecințele degradării mediului înconjurător.",2.013099445416924
arg_pisarapanui_11_page_11,3,3,a,"Colaps, noua carte a lui Jared Diamond, reprezintă un avertisment clar cu privire la consecințele degradării mediului înconjurător.",0.0026271898608883
arg_pisarapanui_11_page_11,4,4,lui,"Colaps, noua carte a lui Jared Diamond, reprezintă un avertisment clar cu privire la consecințele degradării mediului înconjurător.",0.3792516049674254
arg_pisarapanui_11_page_11,5,5,Jared,"Colaps, noua carte a lui Jared Diamond, reprezintă un avertisment clar cu privire la consecințele degradării mediului înconjurător.",16.957187737150402
arg_pisarapanui_11_page_11,6,6,"Diamond,","Colaps, noua carte a lui Jared Diamond, reprezintă un avertisment clar cu privire la consecințele degradării mediului înconjurător.",12.192871916322169
arg_pisarapanui_11_page_11,7,7,reprezintă,"Colaps, noua carte a lui Jared Diamond, reprezintă un avertisment clar cu privire la consecințele degradării mediului înconjurător.",2.615462192939133
arg_pisarapanui_11_page_11,8,8,un,"Colaps, noua carte a lui Jared Diamond, reprezintă un avertisment clar cu privire la consecințele degradării mediului înconjurător.",0.0407878626430053
arg_pisarapanui_11_page_11,9,9,avertisment,"Colaps, noua carte a lui Jared Diamond, reprezintă un avertisment clar cu privire la consecințele degradării mediului înconjurător.",0.1266334306419047
arg_pisarapanui_11_page_11,10,10,clar,"Colaps, noua carte a lui Jared Diamond, reprezintă un avertisment clar cu privire la consecințele degradării mediului înconjurător.",4.327458874511987
arg_pisarapanui_11_page_11,11,11,cu,"Colaps, noua carte a lui Jared Diamond, reprezintă un avertisment clar cu privire la consecințele degradării mediului înconjurător.",0.0002187785194713
arg_pisarapanui_11_page_11,12,12,privire,"Colaps, noua carte a lui Jared Diamond, reprezintă un avertisment clar cu privire la consecințele degradării mediului înconjurător.",0.000657897632628
arg_pisarapanui_11_page_11,13,13,la,"Colaps, noua carte a lui Jared Diamond, reprezintă un avertisment clar cu privire la consecințele degradării mediului înconjurător.",0.0001654567975492
arg_pisarapanui_11_page_11,14,14,consecințele,"Colaps, noua carte a lui Jared Diamond, reprezintă un avertisment clar cu privire la consecințele degradării mediului înconjurător.",3.460970791962342
arg_pisarapanui_11_page_11,15,15,degradării,"Colaps, noua carte a lui Jared Diamond, reprezintă un avertisment clar cu privire la consecințele degradării mediului înconjurător.",18.447863552523177
arg_pisarapanui_11_page_11,16,16,mediului,"Colaps, noua carte a lui Jared Diamond, reprezintă un avertisment clar cu privire la consecințele degradării mediului înconjurător.",0.0035861641310888
arg_pisarapanui_11_page_11,17,17,înconjurător.,"Colaps, noua carte a lui Jared Diamond, reprezintă un avertisment clar cu privire la consecințele degradării mediului înconjurător.",18.732913874299427
arg_pisarapanui_11_page_11,18,0,Autorul,"Autorul descrie în carte mai multe civilizații care au ajuns în colaps, din cauza alegerilor pe care le-au făcut și al impactului acestora asupra mediului.",1.1768961718226878
arg_pisarapanui_11_page_11,19,1,descrie,"Autorul descrie în carte mai multe civilizații care au ajuns în colaps, din cauza alegerilor pe care le-au făcut și al impactului acestora asupra mediului.",2.251313000105173
arg_pisarapanui_11_page_11,20,2,în,"Autorul descrie în carte mai multe civilizații care au ajuns în colaps, din cauza alegerilor pe care le-au făcut și al impactului acestora asupra mediului.",0.0078341459587823
arg_pisarapanui_11_page_11,21,3,carte,"Autorul descrie în carte mai multe civilizații care au ajuns în colaps, din cauza alegerilor pe care le-au făcut și al impactului acestora asupra mediului.",6.556341613023992
arg_pisarapanui_11_page_11,22,4,mai,"Autorul descrie în carte mai multe civilizații care au ajuns în colaps, din cauza alegerilor pe care le-au făcut și al impactului acestora asupra mediului.",0.0715346666138485
arg_pisarapanui_11_page_11,23,5,multe,"Autorul descrie în carte mai multe civilizații care au ajuns în colaps, din cauza alegerilor pe care le-au făcut și al impactului acestora asupra mediului.",0.0159379780998002
arg_pisarapanui_11_page_11,24,6,civilizații,"Autorul descrie în carte mai multe civilizații care au ajuns în colaps, din cauza alegerilor pe care le-au făcut și al impactului acestora asupra mediului.",10.010950485301816
arg_pisarapanui_11_page_11,25,7,care,"Autorul descrie în carte mai multe civilizații care au ajuns în colaps, din cauza alegerilor pe care le-au făcut și al impactului acestora asupra mediului.",0.0850814345880466
arg_pisarapanui_11_page_11,26,8,au,"Autorul descrie în carte mai multe civilizații care au ajuns în colaps, din cauza alegerilor pe care le-au făcut și al impactului acestora asupra mediului.",0.0007583848123478
arg_pisarapanui_11_page_11,27,9,ajuns,"Autorul descrie în carte mai multe civilizații care au ajuns în colaps, din cauza alegerilor pe care le-au făcut și al impactului acestora asupra mediului.",1.7704626652478728
arg_pisarapanui_11_page_11,28,10,în,"Autorul descrie în carte mai multe civilizații care au ajuns în colaps, din cauza alegerilor pe care le-au făcut și al impactului acestora asupra mediului.",0.0558819753573892
arg_pisarapanui_11_page_11,29,11,"colaps,","Autorul descrie în carte mai multe civilizații care au ajuns în colaps, din cauza alegerilor pe care le-au făcut și al impactului acestora asupra mediului.",18.04743851729438
arg_pisarapanui_11_page_11,30,12,din,"Autorul descrie în carte mai multe civilizații care au ajuns în colaps, din cauza alegerilor pe care le-au făcut și al impactului acestora asupra mediului.",0.000265479646422
arg_pisarapanui_11_page_11,31,13,cauza,"Autorul descrie în carte mai multe civilizații care au ajuns în colaps, din cauza alegerilor pe care le-au făcut și al impactului acestora asupra mediului.",0.0561375568590292
arg_pisarapanui_11_page_11,32,14,alegerilor,"Autorul descrie în carte mai multe civilizații care au ajuns în colaps, din cauza alegerilor pe care le-au făcut și al impactului acestora asupra mediului.",4.646411216286747
arg_pisarapanui_11_page_11,33,15,pe,"Autorul descrie în carte mai multe civilizații care au ajuns în colaps, din cauza alegerilor pe care le-au făcut și al impactului acestora asupra mediului.",0.0061913127733649
arg_pisarapanui_11_page_11,34,16,care,"Autorul descrie în carte mai multe civilizații care au ajuns în colaps, din cauza alegerilor pe care le-au făcut și al impactului acestora asupra mediului.",3.370899337630894e-05
arg_pisarapanui_11_page_11,35,17,le-au,"Autorul descrie în carte mai multe civilizații care au ajuns în colaps, din cauza alegerilor pe care le-au făcut și al impactului acestora asupra mediului.",14.222770574750063
arg_pisarapanui_11_page_11,36,18,făcut,"Autorul descrie în carte mai multe civilizații care au ajuns în colaps, din cauza alegerilor pe care le-au făcut și al impactului acestora asupra mediului.",0.0751146625184827
arg_pisarapanui_11_page_11,37,19,și,"Autorul descrie în carte mai multe civilizații care au ajuns în colaps, din cauza alegerilor pe care le-au făcut și al impactului acestora asupra mediului.",0.1527981972082655
arg_pisarapanui_11_page_11,38,20,al,"Autorul descrie în carte mai multe civilizații care au ajuns în colaps, din cauza alegerilor pe care le-au făcut și al impactului acestora asupra mediului.",7.697574013801105
arg_pisarapanui_11_page_11,39,21,impactului,"Autorul descrie în carte mai multe civilizații care au ajuns în colaps, din cauza alegerilor pe care le-au făcut și al impactului acestora asupra mediului.",0.3717677436753666
arg_pisarapanui_11_page_11,40,22,acestora,"Autorul descrie în carte mai multe civilizații care au ajuns în colaps, din cauza alegerilor pe care le-au făcut și al impactului acestora asupra mediului.",2.3522402193642304
arg_pisarapanui_11_page_11,41,23,asupra,"Autorul descrie în carte mai multe civilizații care au ajuns în colaps, din cauza alegerilor pe care le-au făcut și al impactului acestora asupra mediului.",0.0005797840096667
arg_pisarapanui_11_page_11,42,24,mediului.,"Autorul descrie în carte mai multe civilizații care au ajuns în colaps, din cauza alegerilor pe care le-au făcut și al impactului acestora asupra mediului.",17.575941509028038
arg_pisarapanui_11_page_11,43,0,Rapa,Rapa Nui este unul dintre exemplele cele mai tulburătoare din volum.,8.587527837600316
arg_pisarapanui_11_page_11,44,1,Nui,Rapa Nui este unul dintre exemplele cele mai tulburătoare din volum.,11.745123913384944
arg_pisarapanui_11_page_11,45,2,este,Rapa Nui este unul dintre exemplele cele mai tulburătoare din volum.,0.3141056202442583
arg_pisarapanui_11_page_11,46,3,unul,Rapa Nui este unul dintre exemplele cele mai tulburătoare din volum.,0.0219774773129239
arg_pisarapanui_11_page_11,47,4,dintre,Rapa Nui este unul dintre exemplele cele mai tulburătoare din volum.,0.2433216270484675
arg_pisarapanui_11_page_11,48,5,exemplele,Rapa Nui este unul dintre exemplele cele mai tulburătoare din volum.,10.677339582503706
arg_pisarapanui_11_page_11,49,6,cele,Rapa Nui este unul dintre exemplele cele mai tulburătoare din volum.,0.0248628564702742
arg_pisarapanui_11_page_11,50,7,mai,Rapa Nui este unul dintre exemplele cele mai tulburătoare din volum.,0.0003829701982706
arg_pisarapanui_11_page_11,51,8,tulburătoare,Rapa Nui este unul dintre exemplele cele mai tulburătoare din volum.,11.146020714817713
arg_pisarapanui_11_page_11,52,9,din,Rapa Nui este unul dintre exemplele cele mai tulburătoare din volum.,0.105254754493503
arg_pisarapanui_11_page_11,53,10,volum.,Rapa Nui este unul dintre exemplele cele mai tulburătoare din volum.,11.384185958555529
arg_pisarapanui_11_page_12,0,0,Potrivit,"Potrivit autorului, Rapa Nui a început să fie locuită de polinezieni pe la 700 e.n.",0.6494179376122848
arg_pisarapanui_11_page_12,1,1,"autorului,","Potrivit autorului, Rapa Nui a început să fie locuită de polinezieni pe la 700 e.n.",11.036223006682006
arg_pisarapanui_11_page_12,2,2,Rapa,"Potrivit autorului, Rapa Nui a început să fie locuită de polinezieni pe la 700 e.n.",12.48563170745101
arg_pisarapanui_11_page_12,3,3,Nui,"Potrivit autorului, Rapa Nui a început să fie locuită de polinezieni pe la 700 e.n.",9.020816006008374
arg_pisarapanui_11_page_12,4,4,a,"Potrivit autorului, Rapa Nui a început să fie locuită de polinezieni pe la 700 e.n.",0.0003444363713287
arg_pisarapanui_11_page_12,5,5,început,"Potrivit autorului, Rapa Nui a început să fie locuită de polinezieni pe la 700 e.n.",0.1118349841053687
arg_pisarapanui_11_page_12,6,6,să,"Potrivit autorului, Rapa Nui a început să fie locuită de polinezieni pe la 700 e.n.",0.0025111530895451
arg_pisarapanui_11_page_12,7,7,fie,"Potrivit autorului, Rapa Nui a început să fie locuită de polinezieni pe la 700 e.n.",0.0053920890310149
arg_pisarapanui_11_page_12,8,8,locuită,"Potrivit autorului, Rapa Nui a început să fie locuită de polinezieni pe la 700 e.n.",2.132368517283651
arg_pisarapanui_11_page_12,9,9,de,"Potrivit autorului, Rapa Nui a început să fie locuită de polinezieni pe la 700 e.n.",0.0006994509857905
arg_pisarapanui_11_page_12,10,10,polinezieni,"Potrivit autorului, Rapa Nui a început să fie locuită de polinezieni pe la 700 e.n.",12.090885617793235
arg_pisarapanui_11_page_12,11,11,pe,"Potrivit autorului, Rapa Nui a început să fie locuită de polinezieni pe la 700 e.n.",0.2049570755550066
arg_pisarapanui_11_page_12,12,12,la,"Potrivit autorului, Rapa Nui a început să fie locuită de polinezieni pe la 700 e.n.",0.1366726482949175
arg_pisarapanui_11_page_12,13,13,700,"Potrivit autorului, Rapa Nui a început să fie locuită de polinezieni pe la 700 e.n.",5.997746552325752
arg_pisarapanui_11_page_12,14,14,e.n,"Potrivit autorului, Rapa Nui a început să fie locuită de polinezieni pe la 700 e.n.",12.477633743950303
arg_pisarapanui_11_page_12,15,0,S-a,S-a dezvoltat astfel o civilizație înfloritoare de aproape 15000 de locuitori.,13.37715322166745
arg_pisarapanui_11_page_12,16,1,dezvoltat,S-a dezvoltat astfel o civilizație înfloritoare de aproape 15000 de locuitori.,3.101063405552856
arg_pisarapanui_11_page_12,17,2,astfel,S-a dezvoltat astfel o civilizație înfloritoare de aproape 15000 de locuitori.,2.784257875251156
arg_pisarapanui_11_page_12,18,3,o,S-a dezvoltat astfel o civilizație înfloritoare de aproape 15000 de locuitori.,0.0091516992294435
arg_pisarapanui_11_page_12,19,4,civilizație,S-a dezvoltat astfel o civilizație înfloritoare de aproape 15000 de locuitori.,9.153118488033464
arg_pisarapanui_11_page_12,20,5,înfloritoare,S-a dezvoltat astfel o civilizație înfloritoare de aproape 15000 de locuitori.,15.28371608432671
arg_pisarapanui_11_page_12,21,6,de,S-a dezvoltat astfel o civilizație înfloritoare de aproape 15000 de locuitori.,4.381682053058017
arg_pisarapanui_11_page_12,22,7,aproape,S-a dezvoltat astfel o civilizație înfloritoare de aproape 15000 de locuitori.,3.7491470426577056
arg_pisarapanui_11_page_12,23,8,15000,S-a dezvoltat astfel o civilizație înfloritoare de aproape 15000 de locuitori.,15.791875212289764
arg_pisarapanui_11_page_12,24,9,de,S-a dezvoltat astfel o civilizație înfloritoare de aproape 15000 de locuitori.,0.0098285894041327
arg_pisarapanui_11_page_12,25,10,locuitori.,S-a dezvoltat astfel o civilizație înfloritoare de aproape 15000 de locuitori.,15.201045731605484
arg_pisarapanui_11_page_12,26,0,Au,"Au sculptat statuile faimoase, moai-i, apoi au folosit resursele naturale la îndemână pentru a le deplasa în diferite locuri de pe insulă.",0.0226481840835583
arg_pisarapanui_11_page_12,27,1,sculptat,"Au sculptat statuile faimoase, moai-i, apoi au folosit resursele naturale la îndemână pentru a le deplasa în diferite locuri de pe insulă.",6.244682681679141
arg_pisarapanui_11_page_12,28,2,statuile,"Au sculptat statuile faimoase, moai-i, apoi au folosit resursele naturale la îndemână pentru a le deplasa în diferite locuri de pe insulă.",15.821549110682865
arg_pisarapanui_11_page_12,29,3,"faimoase,","Au sculptat statuile faimoase, moai-i, apoi au folosit resursele naturale la îndemână pentru a le deplasa în diferite locuri de pe insulă.",12.890517942659454
arg_pisarapanui_11_page_12,30,4,"moai-i,","Au sculptat statuile faimoase, moai-i, apoi au folosit resursele naturale la îndemână pentru a le deplasa în diferite locuri de pe insulă.",17.052534991549148
arg_pisarapanui_11_page_12,31,5,apoi,"Au sculptat statuile faimoase, moai-i, apoi au folosit resursele naturale la îndemână pentru a le deplasa în diferite locuri de pe insulă.",4.061429019290123
arg_pisarapanui_11_page_12,32,6,au,"Au sculptat statuile faimoase, moai-i, apoi au folosit resursele naturale la îndemână pentru a le deplasa în diferite locuri de pe insulă.",0.0098528317712324
arg_pisarapanui_11_page_12,33,7,folosit,"Au sculptat statuile faimoase, moai-i, apoi au folosit resursele naturale la îndemână pentru a le deplasa în diferite locuri de pe insulă.",0.6530933862093256
arg_pisarapanui_11_page_12,34,8,resursele,"Au sculptat statuile faimoase, moai-i, apoi au folosit resursele naturale la îndemână pentru a le deplasa în diferite locuri de pe insulă.",4.0598470171582095
arg_pisarapanui_11_page_12,35,9,naturale,"Au sculptat statuile faimoase, moai-i, apoi au folosit resursele naturale la îndemână pentru a le deplasa în diferite locuri de pe insulă.",3.0938097960053303
arg_pisarapanui_11_page_12,36,10,la,"Au sculptat statuile faimoase, moai-i, apoi au folosit resursele naturale la îndemână pentru a le deplasa în diferite locuri de pe insulă.",0.0064370311675069
arg_pisarapanui_11_page_12,37,11,îndemână,"Au sculptat statuile faimoase, moai-i, apoi au folosit resursele naturale la îndemână pentru a le deplasa în diferite locuri de pe insulă.",4.201114928068147
arg_pisarapanui_11_page_12,38,12,pentru,"Au sculptat statuile faimoase, moai-i, apoi au folosit resursele naturale la îndemână pentru a le deplasa în diferite locuri de pe insulă.",0.0042801116047187
arg_pisarapanui_11_page_12,39,13,a,"Au sculptat statuile faimoase, moai-i, apoi au folosit resursele naturale la îndemână pentru a le deplasa în diferite locuri de pe insulă.",0.0002399357487992
arg_pisarapanui_11_page_12,40,14,le,"Au sculptat statuile faimoase, moai-i, apoi au folosit resursele naturale la îndemână pentru a le deplasa în diferite locuri de pe insulă.",7.383764935771821
arg_pisarapanui_11_page_12,41,15,deplasa,"Au sculptat statuile faimoase, moai-i, apoi au folosit resursele naturale la îndemână pentru a le deplasa în diferite locuri de pe insulă.",10.430131415183816
arg_pisarapanui_11_page_12,42,16,în,"Au sculptat statuile faimoase, moai-i, apoi au folosit resursele naturale la îndemână pentru a le deplasa în diferite locuri de pe insulă.",0.8738929764372578
arg_pisarapanui_11_page_12,43,17,diferite,"Au sculptat statuile faimoase, moai-i, apoi au folosit resursele naturale la îndemână pentru a le deplasa în diferite locuri de pe insulă.",1.1093170347989918
arg_pisarapanui_11_page_12,44,18,locuri,"Au sculptat statuile faimoase, moai-i, apoi au folosit resursele naturale la îndemână pentru a le deplasa în diferite locuri de pe insulă.",0.4877129627150736
arg_pisarapanui_11_page_12,45,19,de,"Au sculptat statuile faimoase, moai-i, apoi au folosit resursele naturale la îndemână pentru a le deplasa în diferite locuri de pe insulă.",0.0291862426763276
arg_pisarapanui_11_page_12,46,20,pe,"Au sculptat statuile faimoase, moai-i, apoi au folosit resursele naturale la îndemână pentru a le deplasa în diferite locuri de pe insulă.",0.0009526684021779
arg_pisarapanui_11_page_12,47,21,insulă.,"Au sculptat statuile faimoase, moai-i, apoi au folosit resursele naturale la îndemână pentru a le deplasa în diferite locuri de pe insulă.",16.393011448317047
arg_pisarapanui_11_page_12,48,0,Când,"Când au debarcat primii europeni pe insulă în 1722, statuile erau încă acolo, dar arborii dispăruseră.",0.0110337549996112
arg_pisarapanui_11_page_12,49,1,au,"Când au debarcat primii europeni pe insulă în 1722, statuile erau încă acolo, dar arborii dispăruseră.",0.0029253791134759
arg_pisarapanui_11_page_12,50,2,debarcat,"Când au debarcat primii europeni pe insulă în 1722, statuile erau încă acolo, dar arborii dispăruseră.",24.4253302564758
arg_pisarapanui_11_page_12,51,3,primii,"Când au debarcat primii europeni pe insulă în 1722, statuile erau încă acolo, dar arborii dispăruseră.",1.20168454104744
arg_pisarapanui_11_page_12,52,4,europeni,"Când au debarcat primii europeni pe insulă în 1722, statuile erau încă acolo, dar arborii dispăruseră.",3.497902924092814
arg_pisarapanui_11_page_12,53,5,pe,"Când au debarcat primii europeni pe insulă în 1722, statuile erau încă acolo, dar arborii dispăruseră.",0.0174169145164949
arg_pisarapanui_11_page_12,54,6,insulă,"Când au debarcat primii europeni pe insulă în 1722, statuile erau încă acolo, dar arborii dispăruseră.",0.9019119999099888
arg_pisarapanui_11_page_12,55,7,în,"Când au debarcat primii europeni pe insulă în 1722, statuile erau încă acolo, dar arborii dispăruseră.",0.0162269304856344
arg_pisarapanui_11_page_12,56,8,"1722,","Când au debarcat primii europeni pe insulă în 1722, statuile erau încă acolo, dar arborii dispăruseră.",12.606532422737647
arg_pisarapanui_11_page_12,57,9,statuile,"Când au debarcat primii europeni pe insulă în 1722, statuile erau încă acolo, dar arborii dispăruseră.",13.78482400461156
arg_pisarapanui_11_page_12,58,10,erau,"Când au debarcat primii europeni pe insulă în 1722, statuile erau încă acolo, dar arborii dispăruseră.",0.0315965173902709
arg_pisarapanui_11_page_12,59,11,încă,"Când au debarcat primii europeni pe insulă în 1722, statuile erau încă acolo, dar arborii dispăruseră.",1.0215117466357913
arg_pisarapanui_11_page_12,60,12,acolo,"Când au debarcat primii europeni pe insulă în 1722, statuile erau încă acolo, dar arborii dispăruseră.",3.323147408052716
arg_pisarapanui_11_page_12,61,13,dar,"Când au debarcat primii europeni pe insulă în 1722, statuile erau încă acolo, dar arborii dispăruseră.",1.922351381178478
arg_pisarapanui_11_page_12,62,14,arborii,"Când au debarcat primii europeni pe insulă în 1722, statuile erau încă acolo, dar arborii dispăruseră.",12.432767689456483
arg_pisarapanui_11_page_12,63,15,dispăruseră.,"Când au debarcat primii europeni pe insulă în 1722, statuile erau încă acolo, dar arborii dispăruseră.",12.451434520484938
arg_pisarapanui_11_page_13,0,0,Insula,"Insula mai avea atunci doar câteva mii de locuitori, care se luptau să supraviețuiască.",5.374655572802163
arg_pisarapanui_11_page_13,1,1,mai,"Insula mai avea atunci doar câteva mii de locuitori, care se luptau să supraviețuiască.",0.7914305798635773
arg_pisarapanui_11_page_13,2,2,avea,"Insula mai avea atunci doar câteva mii de locuitori, care se luptau să supraviețuiască.",0.0847989690977432
arg_pisarapanui_11_page_13,3,3,atunci,"Insula mai avea atunci doar câteva mii de locuitori, care se luptau să supraviețuiască.",2.641470190171513
