page,word_idx,word,question_image_version
PopSci_Caveman_12_question_12121_distractor_b,3,unor,question_images_version_238
PopSci_Caveman_12_question_12121_distractor_b,4,bărbați,question_images_version_238
PopSci_Caveman_12_question_12121_distractor_b,5,în,question_images_version_238
PopSci_Caveman_12_question_12121_distractor_b,6,vârstă,question_images_version_238
PopSci_Caveman_12_question_12121_distractor_b,7,de,question_images_version_238
PopSci_Caveman_12_question_12121_distractor_b,8,aproximativ,question_images_version_238
PopSci_Caveman_12_question_12121_distractor_b,9,30,question_images_version_238
PopSci_Caveman_12_question_12121_distractor_b,10,de,question_images_version_238
PopSci_Caveman_12_question_12121_distractor_b,11,ani.,question_images_version_238
PopSci_Caveman_12_question_12121_distractor_c,0,Acestea,question_images_version_238
PopSci_Caveman_12_question_12121_distractor_c,1,erau,question_images_version_238
PopSci_Caveman_12_question_12121_distractor_c,2,din,question_images_version_238
PopSci_Caveman_12_question_12121_distractor_c,3,perioada,question_images_version_238
PopSci_Caveman_12_question_12121_distractor_c,4,Evului,question_images_version_238
PopSci_Caveman_12_question_12121_distractor_c,5,Mediu.,question_images_version_238
question_12122,0,Ce,question_images_version_238
question_12122,1,se,question_images_version_238
question_12122,2,poate,question_images_version_238
question_12122,3,deduce,question_images_version_238
question_12122,4,despre,question_images_version_238
question_12122,5,oamenii,question_images_version_238
question_12122,6,cavernelor,question_images_version_238
question_12122,7,mezolitice,question_images_version_238
question_12122,8,pe,question_images_version_238
question_12122,9,baza,question_images_version_238
question_12122,10,obiectelor,question_images_version_238
question_12122,11,găsite,question_images_version_238
question_12122,12,în,question_images_version_238
question_12122,13,peșteră?,question_images_version_238
PopSci_Caveman_12_question_12122_target,0,Aveau,question_images_version_238
PopSci_Caveman_12_question_12122_target,1,acces,question_images_version_238
PopSci_Caveman_12_question_12122_target,2,la,question_images_version_238
PopSci_Caveman_12_question_12122_target,3,reni.,question_images_version_238
PopSci_Caveman_12_question_12122_distractor_a,0,Nu,question_images_version_238
PopSci_Caveman_12_question_12122_distractor_a,1,purtau,question_images_version_238
PopSci_Caveman_12_question_12122_distractor_a,2,haine.,question_images_version_238
PopSci_Caveman_12_question_12122_distractor_b,0,Cultura,question_images_version_238
PopSci_Caveman_12_question_12122_distractor_b,1,lor,question_images_version_238
PopSci_Caveman_12_question_12122_distractor_b,2,prețuia,question_images_version_238
PopSci_Caveman_12_question_12122_distractor_b,3,conservarea,question_images_version_238
PopSci_Caveman_12_question_12122_distractor_b,4,corpurilor,question_images_version_238
PopSci_Caveman_12_question_12122_distractor_b,5,în,question_images_version_238
PopSci_Caveman_12_question_12122_distractor_b,6,peșteri.,question_images_version_238
PopSci_Caveman_12_question_12122_distractor_c,0,Vânau,question_images_version_238
PopSci_Caveman_12_question_12122_distractor_c,1,cu,question_images_version_238
PopSci_Caveman_12_question_12122_distractor_c,2,arme,question_images_version_238
PopSci_Caveman_12_question_12122_distractor_c,3,sofisticate.,question_images_version_238
question_12131,0,Ce,question_images_version_238
question_12131,1,presupuneau,question_images_version_238
question_12131,2,oamenii,question_images_version_238
question_12131,3,de,question_images_version_238
question_12131,4,știință,question_images_version_238
question_12131,5,despre,question_images_version_238
question_12131,6,sistemul,question_images_version_238
question_12131,7,imunitar,question_images_version_238
question_12131,8,al,question_images_version_238
question_12131,9,vânătorilor-culegători,question_images_version_238
question_12131,10,înainte,question_images_version_238
question_12131,11,de,question_images_version_238
question_12131,12,testele,question_images_version_238
question_12131,13,ADN,question_images_version_238
question_12131,14,din,question_images_version_238
question_12131,15,acest,question_images_version_238
question_12131,16,studiu?,question_images_version_238
PopSci_Caveman_12_question_12131_target,0,Inventarea,question_images_version_238
PopSci_Caveman_12_question_12131_target,1,agriculturii,question_images_version_238
PopSci_Caveman_12_question_12131_target,2,a,question_images_version_238
PopSci_Caveman_12_question_12131_target,3,avut,question_images_version_238
PopSci_Caveman_12_question_12131_target,4,un,question_images_version_238
PopSci_Caveman_12_question_12131_target,5,impact,question_images_version_238
PopSci_Caveman_12_question_12131_target,6,semnificativ,question_images_version_238
PopSci_Caveman_12_question_12131_target,7,asupra,question_images_version_238
PopSci_Caveman_12_question_12131_target,8,dezvoltării,question_images_version_238
PopSci_Caveman_12_question_12131_target,9,sistemului,question_images_version_238
PopSci_Caveman_12_question_12131_target,10,imunitar,question_images_version_238
PopSci_Caveman_12_question_12131_target,11,uman.,question_images_version_238
PopSci_Caveman_12_question_12131_distractor_a,0,Vânătorii-culegători,question_images_version_238
PopSci_Caveman_12_question_12131_distractor_a,1,mezolitici,question_images_version_238
PopSci_Caveman_12_question_12131_distractor_a,2,aveau,question_images_version_238
PopSci_Caveman_12_question_12131_distractor_a,3,sisteme,question_images_version_238
PopSci_Caveman_12_question_12131_distractor_a,4,imunitare,question_images_version_238
PopSci_Caveman_12_question_12131_distractor_a,5,foarte,question_images_version_238
PopSci_Caveman_12_question_12131_distractor_a,6,robuste.,question_images_version_238
PopSci_Caveman_12_question_12131_distractor_b,0,Europenii,question_images_version_238
PopSci_Caveman_12_question_12131_distractor_b,1,aveau,question_images_version_238
PopSci_Caveman_12_question_12131_distractor_b,2,sisteme,question_images_version_238
PopSci_Caveman_12_question_12131_distractor_b,3,imunitare,question_images_version_238
PopSci_Caveman_12_question_12131_distractor_b,4,mai,question_images_version_238
PopSci_Caveman_12_question_12131_distractor_b,5,puternice,question_images_version_238
PopSci_Caveman_12_question_12131_distractor_b,6,decât,question_images_version_238
PopSci_Caveman_12_question_12131_distractor_b,7,alte,question_images_version_238
PopSci_Caveman_12_question_12131_distractor_b,8,populații.,question_images_version_238
PopSci_Caveman_12_question_12131_distractor_c,0,Era,question_images_version_238
PopSci_Caveman_12_question_12131_distractor_c,1,foarte,question_images_version_238
PopSci_Caveman_12_question_12131_distractor_c,2,asemănător,question_images_version_238
PopSci_Caveman_12_question_12131_distractor_c,3,cu,question_images_version_238
PopSci_Caveman_12_question_12131_distractor_c,4,sistemul,question_images_version_238
PopSci_Caveman_12_question_12131_distractor_c,5,imunitar,question_images_version_238
PopSci_Caveman_12_question_12131_distractor_c,6,al,question_images_version_238
PopSci_Caveman_12_question_12131_distractor_c,7,neanderthalilor.,question_images_version_238
question_12132,0,Cum,question_images_version_238
question_12132,1,influențează,question_images_version_238
question_12132,2,această,question_images_version_238
question_12132,3,descoperire,question_images_version_238
question_12132,4,modul,question_images_version_238
question_12132,5,în,question_images_version_238
question_12132,6,care,question_images_version_238
question_12132,7,artiștii,question_images_version_238
question_12132,8,ar,question_images_version_238
question_12132,9,trebui,question_images_version_238
question_12132,10,să,question_images_version_238
question_12132,11,portretizeze,question_images_version_238
question_12132,12,vânătorii-culegători,question_images_version_238
question_12132,13,mezolitici?,question_images_version_238
PopSci_Caveman_12_question_12132_target,0,Ar,question_images_version_238
PopSci_Caveman_12_question_12132_target,1,trebui,question_images_version_238
PopSci_Caveman_12_question_12132_target,2,să,question_images_version_238
PopSci_Caveman_12_question_12132_target,3,deseneze,question_images_version_238
PopSci_Caveman_12_question_12132_target,4,vânători-culegători,question_images_version_238
PopSci_Caveman_12_question_12132_target,5,mezolitici,question_images_version_238
PopSci_Caveman_12_question_12132_target,6,cu,question_images_version_238
PopSci_Caveman_12_question_12132_target,7,pielea,question_images_version_238
PopSci_Caveman_12_question_12132_target,8,închisă,question_images_version_238
PopSci_Caveman_12_question_12132_target,9,și,question_images_version_238
PopSci_Caveman_12_question_12132_target,10,ochii,question_images_version_238
PopSci_Caveman_12_question_12132_target,11,albaștri.,question_images_version_238
PopSci_Caveman_12_question_12132_distractor_a,0,Ar,question_images_version_238
PopSci_Caveman_12_question_12132_distractor_a,1,trebui,question_images_version_238
PopSci_Caveman_12_question_12132_distractor_a,2,să,question_images_version_238
PopSci_Caveman_12_question_12132_distractor_a,3,deseneze,question_images_version_238
PopSci_Caveman_12_question_12132_distractor_a,4,vânători-culegători,question_images_version_238
PopSci_Caveman_12_question_12132_distractor_a,5,mezolitici,question_images_version_238
PopSci_Caveman_12_question_12132_distractor_a,6,cu,question_images_version_238
PopSci_Caveman_12_question_12132_distractor_a,7,pielea,question_images_version_238
PopSci_Caveman_12_question_12132_distractor_a,8,deschisă.,question_images_version_238
PopSci_Caveman_12_question_12132_distractor_b,0,Ar,question_images_version_238
PopSci_Caveman_12_question_12132_distractor_b,1,trebui,question_images_version_238
PopSci_Caveman_12_question_12132_distractor_b,2,să,question_images_version_238
PopSci_Caveman_12_question_12132_distractor_b,3,folosească,question_images_version_238
PopSci_Caveman_12_question_12132_distractor_b,4,ca,question_images_version_238
PopSci_Caveman_12_question_12132_distractor_b,5,modele,question_images_version_238
PopSci_Caveman_12_question_12132_distractor_b,6,oamenii,question_images_version_238
PopSci_Caveman_12_question_12132_distractor_b,7,moderni,question_images_version_238
PopSci_Caveman_12_question_12132_distractor_b,8,din,question_images_version_238
PopSci_Caveman_12_question_12132_distractor_b,9,Suedia,question_images_version_238
PopSci_Caveman_12_question_12132_distractor_b,10,și,question_images_version_238
PopSci_Caveman_12_question_12132_distractor_b,11,Finlanda.,question_images_version_238
PopSci_Caveman_12_question_12132_distractor_c,0,Ar,question_images_version_238
PopSci_Caveman_12_question_12132_distractor_c,1,trebui,question_images_version_238
PopSci_Caveman_12_question_12132_distractor_c,2,să,question_images_version_238
PopSci_Caveman_12_question_12132_distractor_c,3,prezinte,question_images_version_238
PopSci_Caveman_12_question_12132_distractor_c,4,femeile,question_images_version_238
PopSci_Caveman_12_question_12132_distractor_c,5,în,question_images_version_238
PopSci_Caveman_12_question_12132_distractor_c,6,mod,question_images_version_238
PopSci_Caveman_12_question_12132_distractor_c,7,mai,question_images_version_238
PopSci_Caveman_12_question_12132_distractor_c,8,proeminent,question_images_version_238
PopSci_Caveman_12_question_12132_distractor_c,9,atunci,question_images_version_238
PopSci_Caveman_12_question_12132_distractor_c,10,când,question_images_version_238
PopSci_Caveman_12_question_12132_distractor_c,11,descriu,question_images_version_238
PopSci_Caveman_12_question_12132_distractor_c,12,societățile,question_images_version_238
PopSci_Caveman_12_question_12132_distractor_c,13,mezolitice.,question_images_version_238
page_1,0,Omul,
page_1,1,cavernelor,
page_1,2,cu,
page_1,3,pielea,
page_1,4,închisă,
page_1,5,și,
page_1,6,ochii,
page_1,7,"albaștri,",
page_1,8,dezvăluit,
page_1,9,ADN-ul,
page_1,10,extras,
page_1,11,dintr-un,
page_1,12,molar,
page_1,13,de,
page_1,14,minte,
page_1,15,al,
page_1,16,unui,
page_1,17,vânător-culegător,
page_1,18,european,
page_1,19,le-a,
page_1,20,oferit,
page_1,21,oamenilor,
page_1,22,de,
page_1,23,știință,
page_1,24,o,
page_1,25,perspectivă,
page_1,26,fără,
page_1,27,precedent,
page_1,28,asupra,
page_1,29,oamenilor,
page_1,30,moderni,
page_1,31,înainte,
page_1,32,de,
page_1,33,apariția,
page_1,34,agriculturii.,
page_1,35,Bărbatul,
page_1,36,din,
page_1,37,"mezolitic,",
page_1,38,care,
page_1,39,a,
page_1,40,trăit,
page_1,41,în,
page_1,42,Spania,
page_1,43,acum,
page_1,44,aproximativ,
page_1,45,7.000,
page_1,46,de,
page_1,47,"ani,",
page_1,48,avea,
page_1,49,o,
page_1,50,combinație,
page_1,51,neobișnuită,
page_1,52,de,
page_1,53,ochi,
page_1,54,"albaștri,",
page_1,55,păr,
page_1,56,negru,
page_1,57,sau,
page_1,58,castaniu,
page_1,59,și,
page_1,60,piele,
page_1,61,închisă,
page_1,62,la,
page_1,63,"culoare,",
page_1,64,conform,
page_1,65,analizelor,
page_1,66,structurii,
page_1,67,sale,
page_1,68,genetice.,
page_2,0,Probabil,
page_2,1,era,
page_2,2,intolerant,
page_2,3,la,
page_2,4,lactoză,
page_2,5,și,
page_2,6,digera,
page_2,7,mai,
page_2,8,greu,
page_2,9,alimentele,
page_2,10,bogate,
page_2,11,în,
page_2,12,amidon,
page_2,13,decât,
page_2,14,fermierii,
page_2,15,care,
page_2,16,și-au,
page_2,17,transformat,
page_2,18,dietele,
page_2,19,și,
page_2,20,stilurile,
page_2,21,de,
page_2,22,viață,
page_2,23,odată,
page_2,24,cu,
page_2,25,prima,
page_2,26,revoluție,
page_2,27,agricolă.,
page_3,0,Invenția,
page_3,1,agriculturii,
page_3,2,a,
page_3,3,adus,
page_3,4,oamenii,
page_3,5,și,
page_3,6,animalele,
page_3,7,în,
page_3,8,contact,
page_3,9,mult,
page_3,10,mai,
page_3,11,"strâns,",
page_3,12,iar,
page_3,13,oamenii,
page_3,14,probabil,
page_3,15,au,
page_3,16,dezvoltat,
page_3,17,sisteme,
page_3,18,imunitare,
page_3,19,mai,
page_3,20,robuste,
page_3,21,pentru,
page_3,22,a,
page_3,23,face,
page_3,24,față,
page_3,25,infecțiilor,
page_3,26,transmise,
page_3,27,de,
page_3,28,animale.,
page_3,29,"Totuși,",
page_3,30,se,
page_3,31,poate,
page_3,32,ca,
page_3,33,oamenii,
page_3,34,de,
page_3,35,știință,
page_3,36,să,
page_3,37,fi,
page_3,38,supraestimat,
page_3,39,impactul,
page_3,40,pe,
page_3,41,care,
page_3,42,l-a,
page_3,43,avut,
page_3,44,agricultura,
page_3,45,asupra,
page_3,46,sistemului,
page_3,47,imunitar,
page_3,48,"uman,",
page_3,49,deoarece,
page_3,50,testele,
page_3,51,ADN-ului,
page_3,52,vânătorului-culegător,
page_3,53,au,
page_3,54,arătat,
page_3,55,că,
page_3,56,acesta,
page_3,57,avea,
page_3,58,deja,
page_3,59,mutații,
page_3,60,care,
page_3,61,întăresc,
page_3,62,sistemul,
page_3,63,imunitar,
page_3,64,împotriva,
page_3,65,diferitelor,
page_3,66,infecții,
page_3,67,neplăcute.,
page_3,68,Unele,
page_3,69,dintre,
page_3,70,aceste,
page_3,71,mutații,
page_3,72,există,
page_3,73,și,
page_3,74,astăzi,
page_3,75,la,
page_3,76,europenii,
page_3,77,moderni.,
page_4,0,„Înainte,
page_4,1,să,
page_4,2,începem,
page_4,3,această,
page_4,4,"lucrare,",
page_4,5,îmi,
page_4,6,făcusem,
page_4,7,câteva,
page_4,8,idei,
page_4,9,despre,
page_4,10,ce,
page_4,11,am,
page_4,12,putea,
page_4,13,"descoperi”,",
page_4,14,a,
page_4,15,spus,
page_4,16,Carles,
page_4,17,"Lalueza-Fox,",
page_4,18,care,
page_4,19,a,
page_4,20,condus,
page_4,21,studiul,
page_4,22,la,
page_4,23,Institutul,
page_4,24,de,
page_4,25,Biologie,
page_4,26,Evolutivă,
page_4,27,din,
page_4,28,Barcelona.,
page_4,29,„Majoritatea,
page_4,30,acestor,
page_4,31,idei,
page_4,32,s-au,
page_4,33,dovedit,
page_4,34,a,
page_4,35,fi,
page_4,36,complet,
page_4,37,greșite.”,
page_5,0,Echipa,
page_5,1,spaniolă,
page_5,2,și-a,
page_5,3,început,
page_5,4,munca,
page_5,5,după,
page_5,6,ce,
page_5,7,un,
page_5,8,grup,
page_5,9,de,
page_5,10,speologi,
page_5,11,a,
page_5,12,"descoperit,",
page_5,13,în,
page_5,14,"2006,",
page_5,15,două,
page_5,16,schelete,
page_5,17,într-un,
page_5,18,sistem,
page_5,19,de,
page_5,20,peșteri,
page_5,21,complex,
page_5,22,și,
page_5,23,adânc,
page_5,24,situat,
page_5,25,în,
page_5,26,Munții,
page_5,27,"Cantabrici,",
page_5,28,în,
page_5,29,nord-vestul,
page_5,30,Spaniei.,
page_5,31,Rămășițele,
page_5,32,"umane,",
page_5,33,care,
page_5,34,aparțineau,
page_5,35,a,
page_5,36,doi,
page_5,37,bărbați,
page_5,38,de,
page_5,39,aproximativ,
page_5,40,30,
page_5,41,de,
page_5,42,"ani,",
page_5,43,au,
page_5,44,fost,
page_5,45,extrem,
page_5,46,de,
page_5,47,bine,
page_5,48,conservate,
page_5,49,datorită,
page_5,50,mediului,
page_5,51,rece,
page_5,52,al,
page_5,53,peșterii.,
page_6,0,Datarea,
page_6,1,cu,
page_6,2,carbon,
page_6,3,a,
page_6,4,plasat,
page_6,5,rămășițele,
page_6,6,în,
page_6,7,urmă,
page_6,8,cu,
page_6,9,aproximativ,
page_6,10,7.000,
page_6,11,de,
page_6,12,"ani,",
page_6,13,înainte,
page_6,14,ca,
page_6,15,agricultura,
page_6,16,să,
page_6,17,fi,
page_6,18,ajuns,
page_6,19,în,
page_6,20,Europa,
page_6,21,din,
page_6,22,Orientul,
page_6,23,Mijlociu.,
page_6,24,Vechimea,
page_6,25,se,
page_6,26,potrivea,
page_6,27,cu,
page_6,28,artefactele,
page_6,29,antice,
page_6,30,descoperite,
page_6,31,la,
page_6,32,fața,
page_6,33,"locului,",
page_6,34,inclusiv,
page_6,35,dinți,
page_6,36,de,
page_6,37,ren,
page_6,38,"perforați,",
page_6,39,care,
page_6,40,erau,
page_6,41,șiruiți,
page_6,42,și,
page_6,43,agățați,
page_6,44,de,
page_6,45,hainele,
page_6,46,oamenilor.,
page_7,0,Pe,
page_7,1,lângă,
page_7,2,impactul,
page_7,3,"științific,",
page_7,4,artiștii,
page_7,5,ar,
page_7,6,putea,
page_7,7,fi,
page_7,8,nevoiți,
page_7,9,să,
page_7,10,își,
page_7,11,regândească,
page_7,12,reprezentările,
page_7,13,acestor,
page_7,14,oameni.,
page_7,15,„Vezi,
page_7,16,o,
page_7,17,mulțime,
page_7,18,de,
page_7,19,reconstituiri,
page_7,20,ale,
page_7,21,acestor,
page_7,22,oameni,
page_7,23,care,
page_7,24,vânează,
page_7,25,și,
page_7,26,culeg,
page_7,27,și,
page_7,28,care,
page_7,29,arată,
page_7,30,ca,
page_7,31,europenii,
page_7,32,moderni,
page_7,33,cu,
page_7,34,pielea,
page_7,35,deschisă,
page_7,36,la,
page_7,37,culoare.,
page_7,38,Nu,
page_7,39,vezi,
page_7,40,niciodată,
page_7,41,o,
page_7,42,reconstituire,
page_7,43,a,
page_7,44,unui,
page_7,45,vânător-culegător,
page_7,46,mezolitic,
page_7,47,cu,
page_7,48,pielea,
page_7,49,închisă,
page_7,50,la,
page_7,51,culoare,
page_7,52,și,
page_7,53,ochii,
page_7,54,"albaștri”,",
page_7,55,a,
page_7,56,spus,
page_7,57,Lalueza-Fox.,
page_8,0,Echipa,
page_8,1,spaniolă,
page_8,2,a,
page_8,3,comparat,
page_8,4,apoi,
page_8,5,genomul,
page_8,6,vânătorului-culegător,
page_8,7,cu,
page_8,8,cel,
page_8,9,al,
page_8,10,europenilor,
page_8,11,moderni,
page_8,12,din,
page_8,13,diferite,
page_8,14,regiuni,
page_8,15,pentru,
page_8,16,a,
page_8,17,vedea,
page_8,18,cum,
page_8,19,ar,
page_8,20,putea,
page_8,21,fi,
page_8,22,înrudiți.,
page_8,23,Au,
page_8,24,descoperit,
page_8,25,că,
page_8,26,ADN-ul,
page_8,27,antic,
page_8,28,se,
page_8,29,potrivea,
page_8,30,cel,
page_8,31,mai,
page_8,32,bine,
page_8,33,cu,
page_8,34,structura,
page_8,35,genetică,
page_8,36,a,
page_8,37,oamenilor,
page_8,38,care,
page_8,39,trăiesc,
page_8,40,în,
page_8,41,nordul,
page_8,42,"Europei,",
page_8,43,în,
page_8,44,special,
page_8,45,în,
page_8,46,Suedia,
page_8,47,și,
page_8,48,Finlanda.,
